BINNED_PROPERTY_DAMAGE,prob_0 to 2.5k,prob_100k to 200k,prob_10k to 20k,prob_2.5k to 5k,prob_200k to 300k,prob_20k to 30k,prob_300k to 400k,prob_30k to 40k,prob_400k to 500k,prob_40k to 50k,prob_500k to 600k,prob_50k to 75k,prob_5k to 10k,prob_600k to 700k,prob_700k to 800k,prob_75k to 100k,prob_900k to 1B,prob_greater than 1B
0 to 2.5k,0.9897140861,0.0002446624,0.0023531208,0.0023961589,0.0002444702,0.0024858424,1.77716e-05,0.00014199160000000002,1.1242500000000001e-05,0.0004680058,1.649e-06,6.61333e-05,0.0013501062,1.6745999999999998e-06,4.0373e-06,0.0004609,1.0993900000000002e-05,2.7237200000000004e-05
0 to 2.5k,0.9970332384,0.0002467149,0.0001209501,0.0011839039000000001,0.00021324630000000002,9.794660000000002e-05,3.8313700000000006e-05,0.00016863850000000002,1.0596300000000002e-05,0.0001108201,7.965699999999999e-06,7.635380000000001e-05,0.0002826702,8.4693e-06,5.6383e-06,0.0002223932,3.764990000000001e-05,0.00013465460000000002
0 to 2.5k,0.7887046933,0.006593734,0.0545535162,0.0361379348,0.002955091,0.0337764993,0.0004474179,0.0025312682,0.0003037833,0.0192701761,4.637780000000001e-05,0.0034357025000000003,0.0394131616,4.08157e-05,0.0001699202,0.011095666300000001,0.00029504010000000003,0.00022932910000000002
0 to 2.5k,0.9979895353,5.651670000000001e-05,0.00020982300000000001,0.0011192835,6.425630000000001e-05,8.105180000000001e-05,3.697e-06,4.0043600000000004e-05,1.4626999999999998e-06,0.0001102193,2.632e-07,1.0054400000000002e-05,0.0001931841,2.974e-07,5.152e-07,0.00011146080000000001,4.0201e-06,4.4039e-06
0 to 2.5k,0.9979962111,6.10364e-05,0.0004867958,0.0008388775,8.710950000000002e-05,0.00019379100000000002,3.2246e-06,6.950560000000001e-05,1.9368e-06,7.761810000000001e-05,6.840999999999999e-07,5.8466e-06,8.293630000000001e-05,6.692e-07,9.896e-07,7.88538e-05,5.3158e-06,8.690899999999998e-06
0 to 2.5k,0.9920329452000001,0.00046286140000000004,0.0008979179,0.0025393581000000003,0.0004891166,0.0006289387,0.00011908720000000001,0.0003431967,3.7673500000000004e-05,0.00033791940000000003,9.8257e-06,0.0002007791,0.0008398652,1.1010700000000001e-05,1.2558e-05,0.0008908326,9.56927e-05,5.0421400000000005e-05
0 to 2.5k,0.9885537624,0.00041772980000000004,0.000891907,0.0038547879,0.0013792814000000001,0.0005863417,0.00015533070000000001,0.0004902192,6.593730000000001e-05,0.0006960964,1.35778e-05,0.0002257653,0.0011941775,1.6838000000000004e-05,1.8631200000000002e-05,0.0011539438,0.0001126524,0.00017298740000000002
0 to 2.5k,0.9981316924,0.0001561078,0.0003831124,0.0004935719,0.0001286213,0.0002235173,1.8890800000000002e-05,2.94346e-05,2.7383e-06,0.0001214383,4.7439999999999996e-07,3.1256e-05,0.00010706890000000001,5.222000000000001e-07,1.5769999999999999e-06,0.0001623563,6.244e-06,1.4408e-06
0 to 2.5k,0.9998621941,2.1620200000000004e-05,5.3832e-06,5.753899999999999e-06,4.4339400000000004e-05,8.017e-06,2.5130400000000003e-05,4.0999999999999994e-07,4.067e-07,6.6104e-06,1.1049999999999999e-07,3.0139e-06,3.2372e-06,6.76e-08,2.3109999999999997e-07,1.3125200000000003e-05,2.691e-07,3.2509999999999997e-07
0 to 2.5k,0.9766668081000001,0.000848078,0.0024027145,0.0067053954,0.0006872138,0.0032485202,0.00015203420000000002,0.00024621260000000004,4.1372900000000005e-05,0.0023707845,5.7751e-06,0.0004981520000000001,0.0045846682,6.2737e-06,1.7187100000000004e-05,0.001403872,5.035180000000001e-05,6.433640000000002e-05
0 to 2.5k,0.9873874784000001,0.0005532374000000001,0.0004386616,0.0056299651,0.0006702276,0.00037502440000000003,0.0001448259,0.0004043507,5.072e-05,0.0004487769,1.6613300000000002e-05,0.0004069694,0.0024794724,1.7225100000000002e-05,1.47511e-05,0.000679391,0.00013563,0.0001467489
0 to 2.5k,0.8800292611,0.0118513964,0.0045726318,0.0773849338,0.0002543828,0.0054059117,0.0010945968,0.0002478418,5.3601500000000005e-05,0.0037916747000000003,1.3489900000000003e-05,0.0032318137000000003,0.010835931600000001,1.77386e-05,4.13031e-05,0.0010057415,0.0001422301,2.54892e-05
0 to 2.5k,0.9979271889,0.00046943010000000004,0.00010705710000000001,0.0002718069,0.0001408275,0.0001377629,0.0005849845,2.4485e-06,6.8818e-06,0.0001428106,1.5646e-06,4.24254e-05,8.61139e-05,8.614e-07,3.719e-06,6.7989e-05,2.2835e-06,3.7871e-06
0 to 2.5k,0.9903344512000001,0.00033979640000000004,0.0029350182000000002,0.0024528864,0.0003581669,0.0012038709,2.29276e-05,0.00020005130000000002,1.1937800000000001e-05,0.0006320194000000001,3.1564999999999998e-06,0.0001111066,0.0006731287000000001,3.8097e-06,5.5877e-06,0.0006298491000000001,2.31539e-05,5.91653e-05
0 to 2.5k,0.9039213657,0.0022104043,0.019071193400000002,0.0282222424,0.0044943523,0.0084041907,0.0003868074,0.0026609420000000003,0.00042068950000000003,0.0063089072,7.644440000000002e-05,0.0010962992,0.0169411711,7.376350000000001e-05,0.00014628080000000002,0.0046869959,0.0005024855000000001,0.0003755543
0 to 2.5k,0.9957221746,0.00039833900000000005,0.0003367344,0.0009942357,0.00041701140000000004,0.0007369363,0.0001081423,0.0002519089,4.0758400000000006e-05,0.00010707590000000001,1.7702600000000002e-05,9.63412e-05,0.0002032034,2.05511e-05,1.1516600000000003e-05,0.0002958632,5.609340000000001e-05,0.00018542920000000002
0 to 2.5k,0.9996829033000001,4.8470900000000004e-05,2.2483900000000003e-05,1.73244e-05,9.035560000000001e-05,2.4779900000000003e-05,3.6202200000000004e-05,8.019e-07,7.125e-07,2.5540300000000003e-05,1.3189999999999998e-07,6.2217999999999995e-06,1.2483400000000001e-05,8.220000000000001e-08,3.598e-07,3.0264600000000005e-05,3.939e-07,4.291e-07
0 to 2.5k,0.9969298244,0.0003979475,0.0002180641,0.0005926336000000001,0.0002414719,0.0004934466,6.83538e-05,7.99184e-05,1.52887e-05,0.0001299312,3.8959e-06,8.971760000000001e-05,0.00047220350000000004,3.8628e-06,8.7435e-06,0.0002218461,2.1166900000000002e-05,1.1540600000000003e-05
0 to 2.5k,0.3224992156,0.0455957726,0.1045165658,0.07442471390000001,0.0194753613,0.0656203628,0.0041359989,0.0112386933,0.0029281545000000003,0.1453782022,0.0014510175000000001,0.027630301200000002,0.0958439931,0.0016908549,0.00656506,0.0592922792,0.0024082724,0.0093052434
0 to 2.5k,0.9991447926,4.54404e-05,0.0001316511,0.0002622535,4.0201300000000004e-05,9.61812e-05,4.7129e-06,1.8069700000000004e-05,9.401999999999999e-07,3.0898e-05,1.277e-07,1.5776400000000004e-05,0.0001040706,1.5019999999999998e-07,2.5579999999999995e-07,0.0001006639,2.4454999999999997e-06,1.1661e-06
0 to 2.5k,0.9970902205000001,0.0005876076000000001,0.0002996243,0.000279406,0.0003040534,0.00059697,8.54215e-05,5.72286e-05,9.8009e-06,0.0001074861,4.2161999999999995e-06,5.431980000000001e-05,5.7024900000000004e-05,3.8282e-06,7.605299999999999e-06,0.0004114025,1.2269900000000001e-05,3.1631600000000004e-05
0 to 2.5k,0.9882879853000001,0.0002955112,0.0016310103000000001,0.0033056445,0.00037862080000000003,0.0010767907,3.8634400000000004e-05,0.0001872221,1.7977600000000002e-05,0.0009958198,2.7197e-06,0.00017466,0.0024766221,2.6430999999999997e-06,5.2002e-06,0.0010548776,3.25705e-05,3.54254e-05
0 to 2.5k,0.8069818616000001,0.0079254862,0.0477437116,0.026837438300000002,0.0033257955,0.030135117500000003,0.0006812576,0.0029368182,0.00041549750000000003,0.0130914766,8.43343e-05,0.008156199000000001,0.0398114175,8.820280000000001e-05,0.0001995176,0.010639631200000001,0.0005256614,0.00042062180000000004
0 to 2.5k,0.9921371341,0.00016058670000000002,0.0006952463,0.0033986806,5.8670000000000006e-05,0.0006386845,5.2537999999999996e-06,6.92897e-05,2.2536e-06,0.0003351517,3.2509999999999997e-07,4.327880000000001e-05,0.0021765374000000002,2.769e-07,7.338e-07,0.0002673454,6.060699999999999e-06,4.6551e-06
0 to 2.5k,0.9800895452,0.0009087936000000001,0.0059177126000000005,0.0025359862,0.0004740732,0.0037472139,3.286e-05,0.0002654309,1.37648e-05,0.0022903222,3.7781e-06,0.000187027,0.0017543805,3.3186e-06,1.3473700000000001e-05,0.0016827956000000002,2.3785600000000005e-05,5.5767900000000005e-05
0 to 2.5k,0.998696506,0.0001350476,5.4850300000000006e-05,5.35567e-05,0.00025655510000000003,3.3992400000000003e-05,0.0005888385,1.9793e-06,8.4689e-06,3.98102e-05,3.3761999999999995e-06,2.4727000000000002e-05,4.3273000000000004e-05,1.6748e-06,2.2678e-06,4.4722500000000004e-05,3.0878e-06,7.2333e-06
0 to 2.5k,0.9258276820000001,0.001836212,0.0229421258,0.0147199593,0.0025035564000000002,0.0169244409,0.00031586470000000003,0.0020020022,0.000318576,0.0025069001000000003,6.596390000000001e-05,0.0007568107,0.0057416852,6.570210000000001e-05,9.24115e-05,0.0025965776000000003,0.00033081720000000003,0.0004527164
0 to 2.5k,0.9872356057,0.0005520125,0.0056870324,0.0024295731,0.0005206741,0.0015070025,5.458510000000001e-05,0.0003187786,2.13441e-05,0.0007060202,5.5425e-06,6.311550000000002e-05,0.0001866841,5.8143e-06,1.2921800000000002e-05,0.0006285124,5.1339000000000004e-05,1.3606600000000001e-05
0 to 2.5k,0.9979015589,0.0002232797,9.80528e-05,0.0006514206,0.0001284388,9.736550000000001e-05,3.31054e-05,9.80373e-05,5.5849e-06,6.31051e-05,3.8017999999999998e-06,9.79125e-05,0.0002879324,3.2641e-06,2.5510999999999996e-06,0.0002352892,3.11151e-05,3.83696e-05
0 to 2.5k,0.8415378332000001,0.0039672335,0.0352658257,0.0224797539,0.0094332015,0.0119514614,0.0017559528000000001,0.0014934782,0.0011578446,0.0072616586,0.00024073870000000002,0.004091229300000001,0.0523649454,0.000223426,0.0002640663,0.0045055719,0.0007063083,0.001299505
0 to 2.5k,0.9943401814,0.00022142520000000002,0.0007415424,0.0010807886,8.433500000000001e-05,0.0015835677000000002,2.08264e-05,3.16089e-05,8.4248e-06,8.37097e-05,1.1021e-06,8.572110000000001e-05,0.0015805563,1.1629e-06,1.3392999999999998e-06,0.000119078,6.4389e-06,8.150299999999999e-06
0 to 2.5k,0.9808099866000001,0.0011821453,0.0010779114000000001,0.0081956452,0.000363724,0.0027774416,0.0002671964,0.00043111,0.00011832900000000001,0.00038185380000000003,1.96399e-05,0.0003357045,0.0030683037000000003,2.06547e-05,1.6403100000000002e-05,0.00073627,9.90025e-05,9.863930000000001e-05
0 to 2.5k,0.9931127429000001,0.0005331048,0.00049118,0.0017203926,0.0003019422,0.0016077061,6.79989e-05,0.0002025644,2.5485100000000004e-05,0.0003811611,8.2969e-06,0.0001385026,0.0004794773,9.6611e-06,9.6638e-06,0.00043700600000000004,2.04635e-05,0.00045262680000000003
0 to 2.5k,0.9683845639,0.0007375822,0.0011737824,0.0162386615,0.0010861016000000001,0.0017011528,0.00024913940000000003,0.00041375170000000004,7.373710000000001e-05,0.0026372729000000003,1.2485900000000002e-05,0.00044781100000000005,0.0052262698,1.498e-05,2.07626e-05,0.0012923299000000001,8.776500000000001e-05,0.0002020582
0 to 2.5k,0.9935771823,0.0002886901,0.00045887930000000003,0.0023885085000000003,0.00037241570000000004,0.0006153052,8.067810000000001e-05,0.000187462,2.3622800000000004e-05,0.0003690984,3.8410999999999995e-06,0.0001051606,0.0008678336,4.2752999999999995e-06,8.0661e-06,0.0005881949,3.1588e-05,2.9328300000000002e-05
0 to 2.5k,0.9831848741,0.0004945237,0.007377435000000001,0.001271247,0.0036093504,0.0010215712,0.0003083238,0.0003005609,9.43184e-05,0.0007277559,7.70984e-05,0.000132224,0.0001405221,8.559170000000001e-05,6.3012e-05,0.0005293169,0.0002195376,0.000362832
0 to 2.5k,0.9925833941000001,0.0008305584,0.0010975662,0.0013801006,0.0006967062,0.00054501,5.6126400000000005e-05,0.0002626892,1.6300300000000004e-05,0.000834691,7.533999999999999e-06,0.0001008812,0.000453906,7.2043e-06,2.2513899999999998e-05,0.0009711786,3.5739200000000005e-05,9.791230000000001e-05
0 to 2.5k,0.9507678747,0.0011295317,0.0028724079000000003,0.021479634600000002,0.0005302504,0.0062303892,0.00014687280000000001,0.0006641881,8.13965e-05,0.0013757907,8.304899999999999e-06,0.000434102,0.012737799400000001,7.8799e-06,2.1117900000000003e-05,0.0013925717,7.350250000000001e-05,4.633720000000001e-05
0 to 2.5k,0.9967066646,0.0002344123,0.0005571034,0.0004684972,0.0001776301,0.001323713,4.1365e-05,0.0001268312,1.9591400000000004e-05,3.4644900000000004e-05,7.8785e-06,2.2236100000000002e-05,5.545200000000001e-05,8.620799999999999e-06,4.8248e-06,0.0001326118,1.8307700000000004e-05,5.951330000000001e-05
0 to 2.5k,0.9948770404,0.0001964658,0.00023373960000000002,0.0031058225,0.0002047742,0.0002055534,2.1040100000000002e-05,0.0001284981,8.9194e-06,0.00020594070000000002,2.2288e-06,3.4778200000000005e-05,0.0005309802,2.2619e-06,2.8539e-06,0.0001893021,1.9884900000000003e-05,2.9989600000000005e-05
0 to 2.5k,0.8917791247,0.0018432181,0.0306775365,0.019345130800000002,0.0015350201,0.0166683979,0.0001521345,0.0015716177,0.00016227720000000002,0.0058318879,3.24707e-05,0.0012421397,0.0240247473,2.7259700000000006e-05,6.616400000000001e-05,0.0046274508,0.0002240231,0.0001896598
0 to 2.5k,0.9990257025,3.6749800000000005e-05,0.0001161539,0.0003469921,2.7789900000000006e-05,0.0001366467,4.5226e-06,1.6472e-05,1.5628e-06,2.6443800000000003e-05,2.613e-07,1.28346e-05,0.00017390760000000002,2.8269999999999996e-07,2.804e-07,6.707990000000001e-05,3.0188999999999996e-06,3.6057e-06
0 to 2.5k,0.9886903763,0.00041249090000000004,0.0008856881000000001,0.0038222191,0.0013474671,0.0005843557000000001,0.0001524065,0.0004850977,6.48031e-05,0.0006797625,1.3299100000000001e-05,0.000222024,0.0011844708,1.6457700000000003e-05,1.8137000000000003e-05,0.0011403781,0.0001110483,0.0001692574
0 to 2.5k,0.9952770472,0.0001802697,0.00036650880000000004,0.0015924021,6.260170000000001e-05,0.0013206790000000002,1.7060400000000004e-05,4.16996e-05,5.171e-06,0.0001465297,5.289999999999999e-07,3.9382200000000004e-05,0.0007727385,5.123e-07,1.2096e-06,0.0001667452,4.7515999999999995e-06,4.3723e-06
0 to 2.5k,0.9954895377,0.00016337640000000002,0.0002144954,0.0018969981,0.0002255604,0.0002558308,2.8912500000000005e-05,0.00013422370000000001,1.0089800000000001e-05,0.00025740560000000003,1.4943999999999998e-06,4.5088200000000006e-05,0.0008698432,1.4364e-06,3.296e-06,0.0003680363,1.53557e-05,1.8930600000000005e-05
0 to 2.5k,0.9884768724,0.0002967228,0.0016351769,0.0031842499,0.000382994,0.0010693921,4.008670000000001e-05,0.0001823279,1.7993200000000002e-05,0.0009921871,2.7351999999999997e-06,0.0001828698,0.0024052397000000002,2.6787e-06,5.216e-06,0.0010549901,3.327090000000001e-05,3.5090300000000005e-05
0 to 2.5k,0.9993926287,7.47425e-05,2.12384e-05,1.4414000000000001e-05,0.0001394388,1.3648800000000002e-05,0.000276566,7.24e-07,3.2002999999999997e-06,1.0947700000000002e-05,1.5705999999999998e-06,9.6725e-06,1.5865900000000003e-05,7.200999999999999e-07,7.158e-07,1.83309e-05,1.2096e-06,4.4901e-06
0 to 2.5k,0.9666969776000001,0.0011056029,0.0049955887,0.0082455678,0.00039152200000000005,0.013622844600000001,0.00011032340000000001,0.0005992808,6.721320000000001e-05,0.0007155195,1.06921e-05,0.00017880090000000002,0.0022340664,8.883499999999999e-06,2.0542400000000002e-05,0.0009112713000000001,5.723130000000001e-05,2.8013700000000003e-05
0 to 2.5k,0.9897140861,0.0002061052,0.0028383608,0.0027621565,0.0003394741,0.001616496,2.7891600000000002e-05,0.000170518,1.70394e-05,0.0006379531000000001,2.7587999999999997e-06,7.26755e-05,0.0010125039,2.7575000000000003e-06,4.865499999999999e-06,0.0005100496,2.2714e-05,4.186860000000001e-05
0 to 2.5k,0.9742035866000001,0.0013397969,0.0035911852000000003,0.0040068869,0.0022982336,0.0024371769,0.0002600692,0.00032997610000000003,6.7623e-05,0.0061699548,2.0229400000000003e-05,0.0004990741,0.0020438924,1.88205e-05,6.48281e-05,0.0023089049,9.75907e-05,0.00024250710000000002
0 to 2.5k,0.9996333122000001,5.026360000000001e-05,3.32577e-05,2.1141200000000004e-05,0.000100653,2.5971700000000004e-05,3.50723e-05,8.442999999999999e-07,6.681e-07,3.9311300000000004e-05,1.431e-07,8.326499999999999e-06,1.3729000000000002e-05,9.28e-08,3.701e-07,3.5514000000000006e-05,4.4629999999999997e-07,8.691000000000001e-07
0 to 2.5k,0.9985224605,4.4880300000000005e-05,0.0002736093,0.0005825571000000001,3.3069600000000006e-05,0.0001013606,2.6920000000000002e-06,3.3693400000000005e-05,1.0108e-06,4.472120000000001e-05,2.33e-07,1.6607000000000002e-05,0.00021313820000000002,2.3159999999999998e-07,2.513e-07,0.0001212189,4.9422e-06,3.1239e-06
0 to 2.5k,0.991497457,9.460970000000001e-05,0.0013613231,0.0027521574,9.379920000000001e-05,0.0006009355,4.1437e-06,8.809630000000001e-05,3.4365e-06,0.000351515,7.619e-07,5.236030000000001e-05,0.0028504464,6.805e-07,1.3964e-06,0.00022520570000000002,8.3069e-06,1.3472900000000003e-05
0 to 2.5k,0.9941881895,7.52468e-05,0.0035199311,0.0010444804000000001,0.0001277688,0.0003377809,5.4549e-06,9.60367e-05,3.7164e-06,0.000114853,1.569e-06,3.05679e-05,0.0002795317,1.3492e-06,2.299e-06,0.0001472659,1.8564100000000004e-05,5.408e-06
0 to 2.5k,0.32554414870000004,0.0262854546,0.09091538190000001,0.0801935792,0.0043908218,0.0458593518,0.0010516698000000001,0.0123343337,0.0008891117000000001,0.045813255000000004,0.0003772078,0.0255463924,0.2800119817,0.00034086370000000003,0.0011983673,0.056156639,0.0018852643,0.0012060042
0 to 2.5k,0.9978919625,5.9210500000000005e-05,0.0004311785,0.0009156580000000001,0.0001414451,0.00015816230000000002,7.8855e-06,8.29501e-05,4.3841999999999995e-06,7.5299e-05,1.6922e-06,1.1521400000000001e-05,9.576820000000001e-05,1.6019999999999999e-06,1.4734e-06,8.99725e-05,1.44481e-05,1.5613500000000002e-05
0 to 2.5k,0.3062545955,0.0225982983,0.2299287766,0.0655625165,0.0259488709,0.0850345418,0.0029642591,0.0263454616,0.0047303308,0.0878709629,0.0043929624,0.0098624444,0.0535290577,0.0042407042,0.011879409700000001,0.0374679528,0.004687449000000001,0.0167014413
0 to 2.5k,0.43631127480000004,0.026386551600000002,0.077906087,0.0953121856,0.0191731695,0.054684765600000004,0.0025320461,0.0270673055,0.0039192722,0.0810550153,0.0033380608,0.009137582,0.092968218,0.0031817176,0.0091652703,0.034118276100000004,0.0036528965000000003,0.020090282
0 to 2.5k,0.9984639883,9.614950000000001e-05,5.07381e-05,0.0006154952,0.00023411540000000002,2.2641100000000002e-05,1.7307200000000003e-05,2.7533400000000003e-05,2.7855e-06,0.0001717939,5.773e-07,2.02322e-05,0.0001650357,6.86e-07,1.3423e-06,9.352100000000001e-05,5.6021e-06,1.0542400000000001e-05
0 to 2.5k,0.996049583,0.0002835138,0.00045620320000000004,0.0008506961,0.0004782604,0.0003078717,8.561920000000001e-05,0.0001261009,1.52964e-05,0.00021855370000000001,5.8304e-06,0.0001664865,0.00029393940000000003,6.1611e-06,5.6446e-06,0.0005297322000000001,5.8611400000000006e-05,6.17586e-05
0 to 2.5k,0.9925682545000001,0.0002567548,0.00034300220000000003,0.0033680166,0.0003277379,0.0005122410000000001,5.9053500000000006e-05,0.0002343361,2.1463800000000003e-05,0.000381066,3.4803e-06,8.15006e-05,0.0012487388,3.7235e-06,6.549e-06,0.0005177076,2.9027300000000002e-05,3.7559500000000005e-05
0 to 2.5k,0.9967497587,0.0002256481,0.0002485446,0.0015549459000000002,0.0001277732,0.00017498240000000001,2.20524e-05,0.00014621530000000002,6.4554e-06,9.006740000000002e-05,4.2427999999999994e-06,6.232650000000001e-05,0.0003243089,3.7406999999999996e-06,3.076e-06,0.0001884422,3.0627900000000005e-05,3.67508e-05
0 to 2.5k,0.9999629259,6.083e-07,2.8181900000000002e-05,1.7556e-06,3.7439e-06,2.3849999999999997e-07,4.2759999999999994e-07,5.96e-08,4.0199999999999996e-08,2.988e-07,7.65e-08,2.456e-07,5.3499999999999996e-08,1.397e-07,1.0500000000000001e-08,6.98e-08,2.542e-07,9.225e-07
0 to 2.5k,0.8585504293,0.0035744407,0.0411941521,0.0287274234,0.0083973138,0.017396111000000002,0.0009859323,0.0016276125,0.0006794417,0.0118724089,0.00014757220000000002,0.0014222658,0.0179143716,0.0001673931,0.0002212313,0.0055213068,0.0004137321,0.0011867859
0 to 2.5k,0.93382442,0.0012133402,0.025080746,0.017793584600000002,0.0010754891,0.0076235821,7.8675e-05,0.0007466865,6.3267e-05,0.0031064397,1.0078e-05,0.0004618881,0.0071351766,1.0146500000000002e-05,2.3382100000000004e-05,0.0015876186,0.0001385162,2.6952100000000006e-05
0 to 2.5k,0.9615527987,0.0034988653,0.0015226080000000002,0.025337249000000003,0.000174164,0.0010576894,0.0005871240000000001,0.0001369993,2.8190200000000003e-05,0.0013639370000000002,4.7252999999999995e-06,0.0009365744,0.002800307,5.6761e-06,1.9272900000000003e-05,0.0009052109,6.284810000000001e-05,5.8319e-06
0 to 2.5k,0.9984536171,6.523410000000001e-05,8.01451e-05,0.0006180191000000001,2.6520100000000004e-05,0.0002546632,4.856899999999999e-06,2.8304400000000006e-05,2.464e-06,2.4724300000000003e-05,3.7379999999999997e-07,1.02748e-05,0.0003553222,3.9699999999999997e-07,4.035e-07,6.59106e-05,2.3784999999999998e-06,6.4655999999999996e-06
0 to 2.5k,0.9865786433,0.0002481295,0.0011410775,0.0078443773,0.0002324343,0.0010818352,3.307920000000001e-05,0.0002344886,1.1736100000000001e-05,0.0008092864,1.3955999999999998e-06,6.60807e-05,0.0012341469,1.3730999999999998e-06,3.9791e-06,0.0004519553,1.7027800000000003e-05,8.724e-06
0 to 2.5k,0.9896463752,0.0012856725,0.00035452410000000003,0.0018397556,0.0014419296,0.0004293438,0.0007142087,0.0004768164,0.0001252266,0.0003724695,0.00010496600000000001,0.0004425453,0.0006244475,8.800330000000001e-05,5.8587e-05,0.0009539708,0.00027124180000000003,0.0007700353000000001
0 to 2.5k,0.9921172261000001,0.0006719139,0.0011239453,0.0024456989,0.0001863743,0.0013063558,4.32874e-05,0.0001040456,1.1343000000000001e-05,0.0003158277,2.6913e-06,0.0001029505,0.0009902563,2.4433999999999998e-06,6.7635000000000005e-06,0.0005353084,1.4030200000000003e-05,1.9538200000000002e-05
0 to 2.5k,0.9936400056,0.0008670058000000001,0.00036717900000000003,0.0018624709,0.0004432927,0.0005023437000000001,0.0003254492,0.000222859,6.196560000000001e-05,0.000171044,3.9230700000000004e-05,0.000170223,0.0004943441,3.5869300000000006e-05,2.33709e-05,0.00043752360000000003,8.713710000000001e-05,0.0002486355
0 to 2.5k,0.9775820374,0.0003349604,0.0059082066,0.0064722765000000005,0.0009681949,0.0035988104,4.72209e-05,0.0004555676,5.313290000000001e-05,0.0015335635000000001,9.1481e-06,9.426060000000001e-05,0.0017508059000000001,1.02473e-05,1.6796600000000004e-05,0.0009432922,4.68232e-05,0.0001748958
0 to 2.5k,0.9912365675,0.00020808030000000002,0.002131464,0.0020671065,0.0002182207,0.000744982,1.5791100000000002e-05,0.0001337527,6.5639e-06,0.0006882989,1.7145e-06,0.0001169545,0.0018316421000000001,1.3894e-06,3.9759e-06,0.0005565423,2.3761000000000002e-05,1.29233e-05
0 to 2.5k,0.9869129658,0.00043065000000000003,0.0011537889,0.0042104367,0.0001860779,0.0016342707,4.16283e-05,0.0002257821,1.4755000000000002e-05,0.0007284652,3.5942e-06,0.00020952,0.0034655482000000002,2.8283e-06,5.9403e-06,0.0007007089000000001,3.50645e-05,3.8017200000000006e-05
0 to 2.5k,0.9985682964,7.02619e-05,0.0002815306,0.0004581109,3.1949e-05,0.0001298197,2.7767e-06,2.2767300000000005e-05,6.429e-07,6.45642e-05,1.159e-07,1.9264900000000003e-05,0.0001803087,1.294e-07,2.59e-07,0.0001652495,2.3227000000000002e-06,1.8325e-06
0 to 2.5k,0.9712951183,0.0003314324,0.0047241799,0.0089617437,0.0002630342,0.0032146105000000003,1.5519200000000002e-05,0.00029391220000000003,2.18105e-05,0.0007618909000000001,3.7179e-06,0.0001364446,0.0090745576,3.2869999999999996e-06,6.4019000000000005e-06,0.000821843,2.7513500000000003e-05,4.3239000000000004e-05
0 to 2.5k,0.9838246107,0.0006823943,0.0015806789000000002,0.0061222711,0.0002345112,0.0007336527,7.68574e-05,0.0001053678,9.8595e-06,0.0013657650000000001,1.7525e-06,0.0007254077,0.0037447149,1.9948e-06,4.6337e-06,0.0007341279,4.07644e-05,1.0529200000000002e-05
0 to 2.5k,0.9984101057,0.0001631369,9.83833e-05,0.0001603212,0.0002965368,4.717570000000001e-05,0.0004935825000000001,3.5481999999999998e-06,7.2849e-06,0.00012997130000000001,2.5949999999999997e-06,4.60567e-05,5.854810000000001e-05,1.7233999999999999e-06,2.6457999999999997e-06,5.91374e-05,5.8315e-06,1.3465500000000002e-05
0 to 2.5k,0.8468232155000001,0.00117555,0.035926174400000004,0.0278167464,0.0005748246,0.0082948999,3.34244e-05,0.0010017909,4.74631e-05,0.0033516162,1.0124800000000002e-05,0.0012015615,0.0710962042,8.5042e-06,2.1359900000000002e-05,0.0024309219000000003,0.0001335226,5.19623e-05
0 to 2.5k,0.9535903931,0.0011114115,0.0071470016,0.020466852900000002,0.0025347129,0.0034505378000000003,0.00025650820000000003,0.0012553275,0.0001762825,0.00302557,2.8913600000000004e-05,0.0004732582,0.0037618706000000003,4.00883e-05,5.3751e-05,0.0021130303000000002,0.0002042535,0.0003101258
0 to 2.5k,0.9907293916000001,0.0004789632,0.0014035935,0.0023234829000000003,0.0004636121,0.0019082545,8.60216e-05,0.0001183279,2.6979600000000005e-05,0.0004017094,3.6893999999999998e-06,0.00016273320000000002,0.0013415155000000001,3.9059e-06,9.1419e-06,0.00048457810000000003,2.4856600000000005e-05,2.9607800000000005e-05
0 to 2.5k,0.9830633998,0.0005480336000000001,0.0021571552,0.0045080776,0.0007667814,0.0015679155,8.851590000000001e-05,0.00046802350000000004,4.47061e-05,0.0013171554000000001,1.0360900000000001e-05,0.0002309176,0.0036178883,8.6784e-06,2.03373e-05,0.0013958183,8.76906e-05,9.882370000000001e-05
0 to 2.5k,0.9127634168000001,0.0014297873,0.0319247432,0.0201019384,0.0016163632,0.009032907,9.97799e-05,0.0009436799,8.422510000000002e-05,0.004014832,1.5170400000000003e-05,0.0006857431,0.015166861,1.43187e-05,4.11349e-05,0.001819808,0.00019776210000000002,4.7321900000000005e-05
0 to 2.5k,0.9934087992,0.000317878,0.0006146115,0.0021551126,0.0005771044,0.0003227835,0.0001015356,0.00017328920000000001,2.64711e-05,0.00040645890000000004,5.6314e-06,0.00024213160000000002,0.0007783231000000001,6.05e-06,6.358399999999999e-06,0.0007411393,7.626770000000002e-05,4.01349e-05
0 to 2.5k,0.9921392798,0.0001827021,0.0011306001,0.0023488132,0.0002725313,0.0011725411,2.7971900000000002e-05,0.00015397770000000001,1.2671600000000002e-05,0.0005992242,2.1009e-06,6.37942e-05,0.0013412043,1.81e-06,4.5454e-06,0.0004937611,2.1010800000000002e-05,3.16236e-05
