,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,BEGIN_RANGE,END_RANGE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_YEAR,BEGIN_MONTH,DURATION_seconds,binary_damage
46885,0,0,0,0,1.0,1.0,22.2199,-159.4659,21.9648,-159.65200000000002,2017,10,10080.0,0
1402,0,0,0,0,1.0,1.0,38.18,-75.77,38.18,-75.77,2017,07,0.0,0
55324,0,0,0,0,0.0,0.0,36.18,-81.15,36.18,-81.15,2018,10,86400.0,0
38662,0,0,0,0,1.0,1.0,41.89,-93.4,41.89,-93.4,2012,04,0.0,0
20386,0,0,0,0,0.0,0.0,36.98,-77.0,36.98,-77.0,2016,06,0.0,0
43392,0,0,0,0,0.0,0.0,37.53,-87.27,37.53,-87.27,2015,08,9000.0,0
52874,0,0,0,0,1.0,1.0,43.07,-94.22,43.07,-94.22,2018,09,86400.0,0
37262,0,0,0,0,5.0,5.0,37.2,-101.77,37.2,-101.77,2017,08,28800.0,0
62,0,0,0,0,1.0,1.0,37.24,-93.39,37.24,-93.39,2017,06,0.0,0
60696,0,0,0,0,4.0,4.0,37.65,-99.29,37.65,-99.29,2010,06,50400.0,0
26393,0,0,0,0,3.0,3.0,46.78,-88.66,46.78,-88.66,2014,08,36900.0,0
5119,0,0,0,0,3.0,3.0,38.76,-122.68,38.76,-122.68,2017,01,86400.0,0
34362,0,0,0,0,4.0,4.0,37.9,-98.76,37.9,-98.76,2009,04,0.0,0
10176,0,0,0,0,1.0,1.0,40.2036,-123.7775,40.2036,-123.7775,2017,02,41400.0,1
37191,0,0,0,0,3.0,3.0,42.07,-93.67,42.07,-93.67,2008,05,5280.0,1
1299,0,0,0,0,1.0,1.0,38.39,-75.5,38.39,-75.5,2017,07,0.0,0
65896,0,0,0,0,0.0,1.0,36.62,-88.32,36.5118,-88.3987,2011,09,7200.0,0
52809,0,0,0,0,2.0,2.0,41.71,-92.74,41.71,-92.74,2018,09,86400.0,0
7471,0,0,0,0,0.0,0.0,38.38,-87.22,38.38,-87.22,2009,06,1800.0,0
920,0,0,0,0,1.0,1.0,40.47,-74.62,40.47,-74.62,2016,07,0.0,0
35612,0,0,0,0,0.0,0.0,41.23,-103.89,41.23,-103.89,2016,08,5100.0,0
53730,0,0,0,0,0.0,0.0,37.53,-76.8,37.53,-76.8,2010,09,140400.0,0
22013,0,0,0,0,0.0,0.0,40.12,-83.95,40.12,-83.95,2011,04,3600.0,0
7440,0,0,0,0,2.0,2.0,33.43,-111.51,33.4297,-111.4893,2013,07,5400.0,0
41470,0,0,0,0,1.0,1.0,43.57,-91.23,43.57,-91.23,2013,04,84000.0,0
20651,0,0,0,0,1.0,1.0,21.4021,-157.9971,21.3732,-157.9092,2009,10,6480.0,0
39504,0,0,0,0,1.0,1.0,42.43,-94.15,42.43,-94.15,2015,08,58500.00000000001,0
50420,0,0,0,0,0.0,0.0,44.32,-91.12,44.32,-91.12,2014,06,17100.0,0
11261,0,0,0,0,1.0,2.0,20.8191,-156.0883,20.6361,-156.1576,2016,03,14640.000000000002,0
56261,0,0,0,0,1.0,1.0,21.0077,-156.6129,20.8234,-156.1156,2014,03,9720.0,0
58124,0,0,0,0,2.0,2.0,30.4764,-84.2209,30.4764,-84.2209,2011,12,0.0,1
59006,0,0,0,0,1.0,1.0,41.03,-92.8,41.03,-92.8,2014,08,0.0,0
49993,0,0,0,0,1.0,1.0,40.63,-93.95,40.63,-93.95,2017,06,18000.0,0
35445,0,0,0,0,0.0,0.0,38.38,-88.42,38.38,-88.42,2013,01,3600.0,0
16225,0,0,0,0,1.0,4.0,21.0053,-156.6129,20.7652,-156.3959,2016,05,9780.0,0
43960,0,0,0,0,1.0,1.0,41.66,-93.79,41.66,-93.79,2014,06,0.0,0
40204,0,0,0,0,4.0,4.0,41.2279,-99.15,41.2279,-99.15,2017,08,86400.0,0
57670,0,0,0,0,0.0,0.0,34.75,-87.67,34.75,-87.67,2012,09,68400.0,0
51525,0,0,0,0,1.0,1.0,41.71,-94.92,41.71,-94.92,2015,12,172800.0,0
53922,0,0,0,0,2.0,2.0,31.85,-91.39,31.85,-91.39,2010,08,0.0,0
60395,0,0,0,0,0.0,0.0,42.03,-76.02,42.03,-76.02,2008,07,27900.0,0
30749,0,0,0,0,1.0,1.0,43.75,-93.74,43.75,-93.74,2016,09,43200.0,0
58937,0,0,0,0,3.0,3.0,30.8355,-83.8019,30.8355,-83.8019,2011,10,86400.0,0
23119,0,0,0,0,3.0,3.0,37.1,-93.33,37.1,-93.33,2013,06,7200.0,0
31880,0,0,0,0,0.0,0.0,41.72,-94.93,41.72,-94.93,2016,09,25200.0,0
47189,0,0,0,0,2.0,2.0,36.5127,-79.7117,36.5127,-79.7117,2018,07,86400.0,0
31052,0,0,0,0,0.0,0.0,42.9,-92.8,42.9,-92.8,2016,09,93600.0,0
39279,0,0,0,0,2.0,2.0,42.91,-94.62,42.91,-94.62,2015,08,16380.000000000002,0
3335,0,0,0,0,2.0,1.0,21.1949,-157.2226,21.0873,-156.7831,2010,12,21060.0,0
35311,0,0,0,0,0.0,0.0,37.73,-88.93,37.73,-88.93,2009,05,3540.0,0
40430,0,0,0,0,2.0,2.0,42.17,-94.73,42.17,-94.73,2018,08,86400.0,0
35769,0,0,0,0,0.0,0.0,41.03,-94.2,41.03,-94.2,2014,09,0.0,0
24426,0,0,0,0,1.0,1.0,41.31,-92.64,41.31,-92.64,2008,05,0.0,0
52194,0,1,0,0,1.0,1.0,33.1032,-96.1111,33.1032,-96.1111,2009,09,0.0,0
52974,0,0,0,0,1.0,1.0,43.16,-93.33,43.16,-93.33,2018,09,86400.0,0
41700,0,0,0,0,3.0,3.0,47.2693,-104.4847,47.2693,-104.4847,2009,06,900.0,0
35148,0,0,0,0,1.0,1.0,41.46,-93.4,41.46,-93.4,2018,06,5400.0,0
48923,0,0,0,0,3.0,1.0,21.5632,-158.2169,21.301,-157.7472,2015,11,22140.0,0
60689,0,0,0,0,2.0,2.0,44.46,-92.74,44.46,-92.74,2012,06,0.0,0
23056,0,0,0,0,0.0,0.0,37.27,-76.72,37.27,-76.72,2013,05,4500.0,0
45910,0,0,0,0,2.0,2.0,36.6652,-91.7221,36.6652,-91.7221,2009,07,0.0,0
12358,0,0,0,0,9.0,9.0,38.34,-99.07,38.34,-99.07,2015,06,7200.0,0
48986,0,0,0,0,1.0,1.0,38.21,-84.26,38.21,-84.26,2009,06,10800.0,0
343,0,0,0,0,0.0,0.0,38.55,-106.92,38.55,-106.92,2012,06,1800.0,0
15960,0,0,0,0,0.0,0.0,29.53,-81.24,29.53,-81.24,2010,08,3600.0,0
16637,0,0,0,0,2.0,2.0,45.19,-93.37,45.19,-93.37,2012,05,0.0,0
53681,0,0,0,0,1.0,2.0,20.8961,-156.4926,20.7245,-156.0064,2018,08,21120.0,0
48800,0,0,0,0,4.0,4.0,27.423000000000002,-81.4664,27.423000000000002,-81.4664,2010,08,10800.0,0
1145,0,0,0,0,1.0,1.0,40.47,-74.4,40.47,-74.4,2016,07,0.0,0
71924,0,0,0,0,3.0,3.0,42.0034,-89.934,42.0034,-89.934,2011,08,0.0,0
8260,0,0,0,0,2.0,1.0,20.9473,-156.6464,20.7014,-156.0284,2018,02,15780.000000000002,0
38439,0,0,0,0,1.0,1.0,39.24,-75.17,39.24,-75.17,2017,08,0.0,0
37807,0,0,0,0,1.0,1.0,44.23,-91.86,44.23,-91.86,2016,08,19800.0,0
73821,0,0,0,0,1.0,1.0,41.33,-93.11,41.33,-93.11,2011,06,86400.0,0
37184,0,0,0,0,1.0,1.0,35.37,-80.61,35.37,-80.61,2015,08,2400.0,0
19756,0,0,0,0,3.0,3.0,36.73,-78.36,36.73,-78.36,2018,05,207060.0,0
6676,0,0,0,0,1.0,1.0,34.67,-92.44,34.67,-92.44,2017,04,1200.0,0
5535,0,0,0,0,0.0,0.0,36.83,-83.42,36.83,-83.42,2010,07,6300.0,0
28949,0,0,0,0,1.0,1.0,39.16,-74.69,39.16,-74.69,2016,09,0.0,0
15226,0,0,0,0,4.0,4.0,29.67,-82.42,29.67,-82.42,2014,03,86400.0,0
60185,0,0,0,0,0.0,0.0,40.85,-94.2,40.85,-94.2,2008,07,20760.0,0
38189,0,0,0,0,0.0,0.0,37.7,-83.97,37.7,-83.97,2011,02,49980.0,0
21084,0,0,0,0,2.0,1.0,18.3422,-66.4138,18.3377,-66.4123,2017,04,0.0,0
58711,0,0,0,0,2.0,2.0,42.42,-93.84,42.42,-93.84,2010,07,24540.0,0
3766,0,0,0,0,1.0,1.0,38.9699,-84.6611,38.9699,-84.6611,2015,12,10800.0,0
25812,0,0,0,0,0.0,0.0,34.8011,-92.4369,34.8011,-92.4369,2013,08,3000.0,0
27049,0,0,0,0,2.0,2.0,41.6,-93.69,41.6,-93.69,2016,07,40500.0,0
51593,0,0,0,0,5.0,5.0,41.47,-98.63,41.47,-98.63,2013,10,39600.0,0
37057,0,0,0,0,1.0,1.0,42.74,-90.48,42.74,-90.48,2009,07,0.0,0
53436,0,0,0,0,2.0,2.0,42.74,-94.19,42.74,-94.19,2018,09,86400.0,0
47071,0,0,0,0,2.0,2.0,43.9904,-90.0292,43.9904,-90.0292,2010,07,14400.0,0
31700,0,0,0,0,1.0,1.0,38.74,-120.67,38.74,-120.67,2015,04,86100.0,0
78596,0,0,0,0,5.0,5.0,48.5,-100.7,48.5,-100.7,2011,07,7200.0,0
26327,0,0,0,0,6.0,6.0,40.29,-98.1,40.29,-98.1,2012,06,50400.0,0
33568,0,0,0,0,1.0,1.0,42.52,-93.25,42.52,-93.25,2016,08,86400.0,0
47983,0,0,0,0,0.0,0.0,45.801,-89.176,45.801,-89.176,2012,07,2100.0,0
47778,0,0,0,0,3.0,3.0,37.27,-76.81,37.27,-76.81,2017,08,0.0,0
51294,0,0,0,0,0.0,0.0,40.63,-93.9,40.63,-93.9,2015,12,125100.00000000001,0
32520,0,0,0,0,4.0,4.0,38.8522,-108.3084,38.8522,-108.3084,2017,07,1800.0,0
24932,0,0,0,0,5.0,5.0,39.93,-98.74,39.93,-98.74,2013,07,0.0,0
10817,0,0,0,0,2.0,2.0,37.554,-78.51100000000001,37.554,-78.51100000000001,2018,02,86400.0,0
39584,0,0,0,0,4.0,4.0,40.7922,-98.2994,40.7922,-98.2994,2017,08,86400.0,0
38856,0,0,0,0,6.0,6.0,43.22,-94.9,43.22,-94.9,2018,06,86400.0,0
33871,0,0,0,0,5.0,5.0,44.87,-95.48,44.87,-95.48,2017,08,43200.0,0
50185,0,0,0,0,1.0,1.0,31.87,-89.26,31.87,-89.26,2011,01,4500.0,0
35855,0,0,0,0,1.0,1.0,41.6,-93.83,41.6,-93.83,2014,09,0.0,0
46987,0,0,0,0,1.0,1.0,37.18,-77.5,37.18,-77.5,2017,08,0.0,0
28606,0,0,0,0,0.0,0.0,38.38,-88.05,38.38,-88.05,2013,07,54000.0,0
53925,0,0,0,0,1.0,1.0,43.16,-93.33,43.16,-93.33,2018,09,86400.0,0
39685,0,0,0,0,0.0,0.0,36.68,-79.87,36.68,-79.87,2018,08,86400.0,0
41285,0,0,0,0,2.0,2.0,40.68,-93.15,40.68,-93.15,2015,07,20760.0,0
53219,0,0,0,0,1.0,1.0,39.92,-120.9,39.92,-120.9,2015,12,86400.0,0
55233,0,0,0,0,0.0,0.0,34.17,-92.58,34.17,-92.58,2009,10,2505600.0,0
33259,0,0,0,0,1.0,1.0,41.13,-94.05,41.13,-94.05,2016,08,86400.0,0
58558,0,0,0,0,2.0,2.0,19.9919,-155.2526,19.7076,-155.08100000000002,2014,01,7320.000000000001,0
25395,0,0,0,0,0.0,0.0,42.58,-92.88,42.58,-92.88,2013,08,3600.0,0
36542,0,0,0,0,1.0,1.0,41.99,-93.6,41.99,-93.6,2016,08,4500.0,0
20593,0,0,0,0,2.0,2.0,37.78,-122.43,37.78,-122.43,2014,02,0.0,0
60451,0,0,0,0,2.0,2.0,27.88,-82.84,27.88,-82.84,2011,09,15300.000000000002,0
29666,0,0,0,0,1.0,1.0,22.1697,-159.63,22.0616,-159.3457,2016,05,10440.0,0
26792,0,0,0,0,1.0,1.0,36.59,-94.45,36.59,-94.45,2017,04,0.0,0
48484,0,0,0,0,0.0,1.0,21.3943,-157.9793,21.5518,-157.8605,2014,05,3000.0,0
39582,0,0,0,0,3.0,3.0,37.0915,-89.0374,37.0915,-89.0374,2009,06,6000.0,0
41340,0,0,0,0,1.0,1.0,41.03,-93.46,41.03,-93.46,2013,04,0.0,0
43222,0,0,0,0,1.0,1.0,35.25,-81.19,35.25,-81.19,2012,08,0.0,0
48933,0,0,0,0,1.0,1.0,41.65,-93.46,41.65,-93.46,2018,07,17100.0,0
51984,0,0,0,0,1.0,1.0,43.67,-92.95,43.67,-92.95,2013,10,24300.0,0
61893,0,0,0,0,1.0,6.0,34.65,-111.75,34.6608,-111.5991,2010,07,7380.000000000001,0
42271,0,0,0,0,2.0,2.0,41.93,-94.16,41.93,-94.16,2015,09,28800.0,0
40141,0,0,0,0,1.0,1.0,42.98,-94.74,42.98,-94.74,2015,08,86400.0,0
8991,0,0,0,0,2.0,2.0,41.59,-93.83,41.59,-93.83,2015,06,12600.0,0
63322,0,0,0,0,14.0,14.0,46.12,-86.56,46.12,-86.56,2012,06,59400.00000000001,0
59426,0,0,0,0,7.0,7.0,47.3932,-118.1552,47.3932,-118.1552,2010,07,3600.0,0
56879,0,0,0,0,1.0,0.0,38.9872,-76.3303,38.98,-76.17,2009,06,5400.0,0
13617,0,2,0,1,1.0,1.0,38.21,-122.45,38.21,-122.45,2012,12,0.0,1
50848,0,0,0,0,1.0,1.0,41.67,-94.5,41.67,-94.5,2015,12,172800.0,0
35859,0,0,0,0,1.0,1.0,41.4,-93.79,41.4,-93.79,2014,09,0.0,0
53554,0,0,0,0,3.0,3.0,19.7983,-155.9469,19.5815,-155.0048,2018,08,16140.000000000002,0
53332,0,0,0,0,5.0,4.0,19.7478,-155.8149,19.0956,-155.6254,2018,04,21600.0,0
4223,0,0,0,0,4.0,4.0,47.9721,-111.83,47.9721,-111.83,2013,06,3600.0,0
26392,0,0,0,0,0.0,0.0,46.27,-89.17,46.27,-89.17,2014,08,37800.0,0
45347,0,0,0,0,1.0,1.0,41.61,-93.83,41.61,-93.83,2014,06,0.0,0
28893,0,0,0,0,4.0,4.0,42.32,-102.9917,42.32,-102.9917,2014,09,86400.0,0
55778,0,0,0,0,1.0,1.0,48.61,-112.38,48.61,-112.38,2013,09,2100.0,0
46348,0,0,0,0,6.0,6.0,39.75,-99.2071,39.75,-99.2071,2017,10,86400.0,0
54683,0,0,0,0,2.0,2.0,37.8767,-76.816,37.8767,-76.816,2018,10,43200.0,0
16663,0,0,0,0,3.0,3.0,48.36,-102.42,48.36,-102.42,2011,07,25200.0,0
34746,0,0,0,0,1.0,1.0,48.39,-107.08,48.39,-107.08,2009,05,6000.0,0
27137,0,0,0,0,2.0,2.0,36.6559,-79.39,36.6559,-79.39,2013,07,3600.0,0
8903,0,0,0,0,1.0,1.0,38.51,-98.39,38.51,-98.39,2018,07,0.0,0
45584,0,0,0,0,1.0,1.0,43.1,-93.61,43.1,-93.61,2018,06,86400.0,0
35856,0,0,0,0,2.0,2.0,41.02,-92.44,41.02,-92.44,2016,08,30300.000000000004,0
43090,0,0,0,0,1.0,1.0,37.45,-77.34,37.45,-77.34,2015,09,0.0,0
59727,0,0,0,0,1.0,1.0,30.5252,-84.2774,30.5252,-84.2774,2011,12,44700.0,0
49878,0,0,0,0,0.0,0.0,18.43,-66.12,18.43,-66.12,2008,05,12900.0,0
1443,0,0,0,0,2.0,2.0,36.8889,-76.4866,36.8889,-76.4866,2017,08,0.0,0
33525,0,0,0,0,1.0,1.0,40.53,-80.02,40.53,-80.02,2018,07,14700.000000000002,0
15026,0,0,0,0,4.0,9.0,19.891,-155.1874,19.3272,-155.46200000000002,2014,04,52740.0,0
47692,0,0,0,0,1.0,1.0,37.6398,-77.6329,37.6398,-77.6329,2016,09,259200.00000000003,0
2786,0,0,0,0,1.0,2.0,21.3931,-158.1427,21.4423,-157.9443,2013,04,7320.000000000001,0
29669,0,0,0,0,0.0,0.0,39.02,-99.88,39.02,-99.88,2018,05,7200.0,0
9849,0,0,0,0,1.0,1.0,33.35,-111.76,33.35,-111.76,2012,07,8700.0,0
16636,0,0,0,0,2.0,2.0,45.38,-93.34,45.38,-93.34,2012,05,0.0,0
45986,0,0,0,0,0.0,0.0,36.45,-76.3,36.45,-76.3,2016,10,90000.0,0
42947,0,0,0,0,2.0,2.0,41.95,-93.45,41.95,-93.45,2018,06,86400.0,0
15842,0,0,0,0,0.0,0.0,38.33,-75.52,38.33,-75.52,2009,11,172800.0,0
254,0,0,0,0,1.0,1.0,40.51,-74.86,40.51,-74.86,2016,07,0.0,0
51349,0,0,0,0,0.0,0.0,44.65,-87.75,44.65,-87.75,2015,12,94500.0,0
37565,0,0,0,0,4.0,4.0,37.56,-108.66,37.56,-108.66,2013,07,7200.0,0
33964,0,0,0,0,0.0,0.0,36.48,-86.32,36.48,-86.32,2017,05,86400.0,0
816,0,0,0,0,1.0,1.0,37.14,-76.45,37.14,-76.45,2017,06,0.0,0
4466,0,0,0,0,0.0,0.0,40.27,-85.67,40.27,-85.67,2009,02,51780.0,0
19139,0,0,0,0,1.0,1.0,37.768,-122.2171,37.8294,-122.2783,2010,10,7200.0,0
26055,0,0,0,0,1.0,1.0,41.02,-79.14,41.02,-79.14,2013,06,0.0,0
51192,0,0,0,0,3.0,3.0,36.2771,-87.7601,36.2771,-87.7601,2016,07,172800.0,0
12171,0,7,0,0,2.0,2.0,36.1002,-115.0406,36.1967,-115.0832,2015,06,3600.0,1
30733,0,0,0,0,0.0,0.0,36.88,-89.58,37.08,-89.62,2015,02,10860.0,0
50053,0,0,0,0,0.0,0.0,37.67,-76.88,37.82,-76.95,2015,11,86400.0,0
19760,0,0,0,0,1.0,1.0,37.11,-76.54,37.11,-76.54,2018,05,207600.0,0
37919,0,0,0,0,7.0,7.0,41.9442,-103.5025,41.9442,-103.5025,2012,04,5400.0,0
7771,0,0,0,0,2.0,2.0,41.58,-93.64,41.58,-93.64,2015,06,86400.0,0
63889,0,0,0,0,1.0,1.0,34.9934,-85.8932,34.9934,-85.8932,2012,09,48600.0,0
9258,0,0,0,0,0.0,0.0,45.48,-122.82,45.48,-122.82,2010,06,43200.0,0
35104,0,0,0,0,8.0,7.0,40.0542,-95.93,40.065,-95.9464,2009,06,12000.0,0
48060,0,0,0,0,0.0,0.0,42.13,-87.83,42.13,-87.83,2009,08,0.0,0
47962,0,0,0,0,0.0,0.0,36.62,-88.32,36.62,-88.32,2015,11,86400.0,0
41293,0,0,0,0,0.0,0.0,37.98,-87.55,37.98,-87.55,2015,03,0.0,0
7386,0,0,0,0,0.0,0.0,37.77,-87.12,37.77,-87.12,2009,06,3600.0,0
12020,0,0,0,0,9.0,9.0,37.3,-99.63,37.3,-99.63,2010,08,21600.0,0
37609,0,0,0,0,2.0,2.0,41.36,-93.61,41.36,-93.61,2018,06,86400.0,0
17296,0,0,0,0,1.0,1.0,21.4352,-158.1702,21.3228,-157.8447,2016,05,10080.0,0
46992,0,0,0,0,4.0,4.0,37.07,-76.32,37.07,-76.32,2017,08,0.0,0
62951,0,0,0,0,0.0,0.0,37.67,-78.1,37.67,-78.1,2008,09,43200.0,0
17549,0,0,0,0,8.0,8.0,37.59,-100.88,37.59,-100.88,2009,08,3600.0,0
7057,0,0,0,0,2.0,2.0,35.63,-77.46,35.63,-77.46,2012,05,0.0,0
31497,0,0,0,0,1.0,1.0,31.59,-84.45,31.59,-84.45,2012,03,86400.0,0
36592,0,0,0,0,1.0,1.0,41.26,-94.76,41.26,-94.76,2014,10,0.0,0
61822,0,0,0,0,2.0,2.0,44.5022,-88.0519,44.5022,-88.0519,2010,07,1080.0,1
15227,0,0,0,0,1.0,1.0,30.29,-82.99,30.29,-82.99,2014,03,86400.0,0
47761,0,0,0,0,3.0,3.0,36.1308,-81.2276,36.1308,-81.2276,2018,07,86400.0,0
6415,0,0,0,0,1.0,1.0,33.3556,-111.7895,33.3556,-111.7895,2012,07,2700.0,1
56824,0,0,0,0,1.0,1.0,42.4031,-90.7092,42.4031,-90.7092,2011,07,0.0,0
22807,0,0,0,0,1.0,1.0,32.6888,-108.7431,32.6888,-108.7431,2018,07,10800.0,0
47461,0,0,0,0,2.0,1.0,19.5954,-155.9633,19.4984,-155.9262,2017,10,3240.0,0
6967,0,0,0,0,2.0,2.0,38.33,-121.95,38.33,-121.95,2016,01,72060.0,0
1675,0,0,0,0,0.0,0.0,35.6,-91.27,35.6,-91.27,2009,12,86340.0,0
59404,0,0,0,0,0.0,0.0,48.32,-114.25,48.32,-114.25,2013,09,1200.0,0
28360,0,0,0,0,3.0,3.0,44.73,-93.47,44.73,-93.47,2013,07,10800.0,0
59794,0,0,0,0,1.0,1.0,44.29,-92.67,44.29,-92.67,2010,08,7200.0,0
2986,0,0,0,0,0.0,0.0,41.82,-71.43,41.82,-71.43,2008,02,10800.0,1
37187,0,0,0,0,3.0,3.0,43.46,-93.88,43.46,-93.88,2008,05,900.0,0
28873,0,0,0,0,1.0,1.0,38.39,-75.59,38.39,-75.59,2017,07,0.0,0
25702,0,0,0,0,1.0,1.0,33.8651,-118.0305,33.8658,-118.0272,2010,01,3600.0,1
19852,0,0,0,0,1.0,1.0,42.19,-92.46,42.19,-92.46,2016,06,39900.0,0
4235,0,0,0,0,0.0,0.0,42.43,-112.12,42.92,-112.45,2014,08,2595540.0,0
58128,0,0,0,0,3.0,2.0,43.2172,-70.7025,43.644,-70.8124,2012,10,39600.0,1
5645,0,0,0,0,3.0,3.0,39.85,-121.24,39.85,-121.24,2017,01,172800.0,0
33510,0,0,0,0,4.0,4.0,41.0835,-79.1206,41.0835,-79.1206,2018,09,259200.00000000003,0
14527,0,0,0,0,0.0,0.0,41.77,-94.03,41.77,-94.03,2015,06,3600.0,0
3280,0,0,0,0,3.0,3.0,34.55,-112.5227,34.55,-112.4173,2014,07,5400.0,0
5068,0,0,0,0,1.0,5.0,21.0039,-156.6376,20.7333,-156.0828,2010,12,9840.0,0
9928,0,0,0,0,3.0,3.0,19.6627,-155.0514,19.5216,-155.1081,2013,10,8700.0,0
36072,0,0,0,0,1.0,1.0,41.32,-92.65,41.32,-92.65,2014,10,0.0,0
52553,0,0,0,0,3.0,3.0,33.45,-112.1,33.45,-112.1,2018,07,3600.0,0
37874,0,0,0,0,1.0,1.0,42.56,-94.19,42.56,-94.19,2018,08,86400.0,0
36178,0,0,0,0,3.0,4.0,19.5767,-155.9255,19.4119,-155.8641,2015,04,25860.0,0
2079,0,0,0,0,1.0,2.0,21.6639,-157.9436,21.4763,-157.845,2013,02,16980.0,0
49089,0,0,0,0,1.0,1.0,38.38,-75.4885,38.38,-75.4885,2017,08,0.0,0
13680,0,0,0,0,0.0,1.0,21.5771,-158.1365,21.4908,-158.0129,2015,09,4980.0,0
13357,0,0,0,0,0.0,0.0,36.87,-88.35,36.87,-88.35,2009,07,3600.0,0
16210,0,0,0,0,4.0,4.0,37.5397,-102.0321,37.5397,-102.0321,2013,08,7200.0,0
26432,0,0,0,0,2.0,2.0,44.7,-93.63,44.7,-93.63,2012,05,0.0,0
24717,0,0,0,0,1.0,1.0,21.4085,-157.7499,21.3957,-158.0232,2011,04,11760.0,0
36314,0,0,0,0,1.0,1.0,42.81,-91.1,42.81,-91.1,2017,07,31800.000000000004,1
31936,0,0,0,0,1.0,1.0,37.76,-92.45,37.76,-92.45,2016,09,0.0,0
53730,0,0,0,0,0.0,0.0,36.87,-94.37,36.87,-94.37,2009,08,2700.0,0
18942,0,0,0,0,1.0,1.0,37.44,-92.98,37.44,-92.98,2013,03,0.0,0
53758,0,0,0,0,6.0,6.0,40.49,-98.29,40.49,-98.29,2013,10,32400.000000000004,0
52315,0,0,0,0,1.0,1.0,36.3921,-86.3406,36.3921,-86.3406,2016,07,0.0,0
1378,0,0,0,0,1.0,1.0,37.99,-76.51,37.99,-76.51,2017,07,0.0,0
16001,0,0,0,0,0.0,0.0,37.97,-77.73,37.97,-77.73,2018,05,7200.0,0
15955,0,0,0,0,0.0,0.0,36.85,-75.98,36.85,-75.98,2009,11,172800.0,0
46533,0,0,0,0,2.0,1.0,21.7069,-157.9824,21.5822,-157.8969,2011,05,9060.0,0
49603,0,0,0,0,4.0,4.0,41.4,-93.96,41.4,-93.96,2010,08,8700.0,0
55986,0,0,0,0,2.0,2.0,33.54,-112.42,33.54,-112.42,2017,07,7020.0,0
22374,0,0,0,0,5.0,2.0,34.3009,-112.0781,34.3951,-112.1972,2016,06,3600.0,0
6239,0,0,0,0,1.0,1.0,37.7872,-81.1888,37.7872,-81.1888,2015,06,4500.0,1
53803,0,0,0,0,2.0,2.0,41.03,-93.75,41.03,-93.75,2018,09,21600.0,0
51389,0,0,0,0,2.0,2.0,37.78,-94.79,37.78,-94.79,2009,09,14400.0,0
23075,0,43,0,0,0.0,0.0,36.08,-115.15,36.08,-115.15,2015,01,27300.0,1
69023,0,0,0,0,2.0,2.0,42.33,-89.58,42.33,-89.58,2011,08,0.0,0
9229,0,0,0,0,1.0,1.0,37.2,-93.29,37.2,-93.29,2015,06,0.0,0
25884,0,0,0,0,7.0,7.0,41.46,-102.5,41.46,-102.5,2014,07,1200.0,0
35076,0,0,0,0,7.0,7.0,44.67,-94.85,44.67,-94.85,2016,08,36000.0,0
15623,0,0,0,0,2.0,2.0,34.41,-110.57,34.4525,-110.5727,2011,07,3600.0,0
13921,0,0,0,0,1.0,0.0,20.8364,-156.3279,20.7472,-156.4453,2014,11,4920.0,0
34024,0,0,0,0,5.0,2.0,43.1943,-90.4269,42.9072,-90.0597,2017,07,28800.0,1
43994,0,0,0,0,3.0,3.0,33.62,-111.0,33.62,-111.0,2012,08,8100.000000000001,0
25614,0,0,0,0,2.0,2.0,35.17,-101.8131,35.1779,-101.8131,2013,07,18000.0,0
18998,0,0,0,0,0.0,0.0,42.02,-95.35,42.02,-95.35,2017,05,32400.000000000004,0
22460,0,0,0,0,3.0,3.0,32.88,-82.21,32.88,-82.21,2014,04,3600.0,0
53939,0,0,0,0,4.0,5.0,19.4721,-155.2407,19.0266,-155.6252,2018,08,6960.0,0
51079,0,0,0,0,1.0,1.0,42.01,-94.38,42.01,-94.38,2015,12,156000.0,0
14436,0,0,0,0,0.0,0.0,37.02,-76.35,37.02,-76.35,2009,11,172800.0,0
42517,0,0,0,0,0.0,0.0,46.5498,-88.5508,46.5498,-88.5508,2012,10,64800.00000000001,0
63751,0,0,0,0,0.0,0.0,38.1,-88.53,38.1,-88.53,2011,07,1800.0,0
860,0,0,0,0,1.0,1.0,36.85,-91.79,36.85,-91.79,2016,05,0.0,0
49555,0,0,0,0,0.0,0.0,42.17,-95.43,42.17,-95.43,2017,08,86400.0,0
31576,0,0,0,0,1.0,4.0,22.162,-159.65200000000002,21.9202,-159.4144,2011,06,7260.0,0
64732,0,0,0,0,0.0,0.0,46.83,-100.89,46.83,-100.89,2011,06,1500.0,0
18243,0,0,0,0,1.0,1.0,42.52,-90.54,42.52,-90.54,2014,06,86400.0,0
38025,0,0,0,0,3.0,3.0,41.42,-94.72,41.42,-94.72,2018,08,86400.0,0
44043,0,0,0,0,5.0,5.0,45.18,-90.41,45.18,-90.41,2009,06,0.0,0
44228,0,0,0,0,1.0,1.0,39.48,-121.54,39.48,-121.54,2017,11,3600.0,0
48915,0,0,0,0,0.0,0.0,37.73,-84.15,37.73,-84.15,2009,06,7200.0,0
21794,0,0,0,0,1.0,1.0,21.5892,-158.1022,21.586,-157.8897,2015,02,13680.0,0
