,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,BEGIN_RANGE,END_RANGE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_YEAR,BEGIN_MONTH,DURATION_seconds,binary_damage
49113,0,0,0,0,2.0,2.0,36.9389,-76.5165,36.9689,-76.5965,2015,11,86400.0,0
24967,0,0,0,0,2.0,2.0,30.4931,-84.2392,30.4931,-84.2392,2012,08,86400.0,0
40198,0,0,0,0,5.0,5.0,43.65,-89.8,43.65,-89.8,2018,08,34740.0,0
52521,0,0,0,0,2.0,2.0,38.78,-121.2,38.78,-121.2,2016,11,86400.0,0
28090,0,0,0,0,6.0,6.0,31.38,-82.29,31.38,-82.29,2017,06,61200.00000000001,0
33740,0,0,0,0,4.0,4.0,40.4165,-98.5209,40.4165,-98.5209,2016,08,27000.0,0
45245,0,0,0,0,10.0,10.0,33.3446,-108.6299,33.3446,-108.6299,2016,09,108000.0,0
29144,0,0,0,0,1.0,1.0,41.3245,-105.59,41.3245,-105.59,2014,09,86400.0,0
41425,0,0,0,0,0.0,0.0,43.05,-91.4,43.05,-91.4,2015,12,111600.0,0
22138,0,0,0,0,1.0,1.0,38.48,-100.91,38.48,-100.91,2018,06,10800.0,0
43100,0,0,0,0,1.0,1.0,40.53,-80.22,40.53,-80.22,2015,09,0.0,0
20212,0,0,0,0,1.0,4.0,34.7586,-112.0063,34.6834,-111.9672,2015,06,1800.0,0
6084,0,0,0,0,1.0,1.0,36.79,-118.67,36.79,-118.67,2011,07,7200.0,0
59844,0,0,0,0,15.0,8.0,34.1829,-112.23,34.2842,-112.23,2013,07,2700.0,0
24578,0,0,0,0,1.0,1.0,18.2597,-66.6894,18.2597,-66.6894,2008,05,7380.000000000001,0
36117,0,0,0,0,5.0,5.0,44.17,-94.38,44.17,-94.38,2017,08,45000.0,0
37521,0,0,0,0,0.0,0.0,41.3,-95.9,41.3,-95.9,2014,09,3600.0,0
50128,0,0,0,0,0.0,3.0,33.37,-84.8,33.4545,-84.6489,2010,07,17700.0,0
6034,0,0,0,0,0.0,0.0,33.37,-97.4,33.37,-97.4,2015,05,3600.0,0
42092,0,0,0,0,3.0,7.0,20.0564,-155.517,19.322,-155.1874,2017,11,31440.000000000004,0
34719,0,0,0,0,2.0,2.0,36.601,-79.414,36.601,-79.414,2018,09,3600.0,0
53200,0,0,0,0,0.0,0.0,37.38,-89.67,37.38,-89.67,2015,12,0.0,0
27420,0,0,0,0,6.0,5.0,20.7132,-156.1391,20.7151,-156.0917,2011,03,10080.0,0
40670,0,0,0,0,1.0,1.0,34.63,-92.52,34.63,-92.52,2017,12,0.0,0
32146,0,0,0,0,1.0,1.0,38.46,-75.22,38.46,-75.22,2016,09,0.0,0
35764,0,0,0,0,0.0,0.0,40.95,-94.22,40.95,-94.22,2014,09,0.0,0
52843,0,0,0,0,1.0,1.0,44.09,-93.2,44.09,-93.2,2014,06,0.0,0
46886,0,0,0,0,1.0,3.0,22.0564,-159.7742,21.9189,-159.4195,2017,10,10500.0,0
20861,0,0,0,0,4.0,4.0,38.78,-120.23,38.78,-120.23,2017,02,89100.0,0
50295,0,0,0,0,1.0,1.0,37.4,-87.7518,37.4,-87.7518,2014,06,19800.0,0
27445,0,0,0,0,0.0,0.0,31.97,-83.6,32.12,-83.5,2008,12,34380.0,0
1780,0,0,0,0,1.0,1.0,33.97,-112.75,33.97,-112.75,2014,08,8100.000000000001,0
55991,0,0,0,0,5.0,5.0,19.7186,-155.1509,19.6808,-155.0047,2014,03,16320.000000000002,0
13725,0,0,0,0,6.0,6.0,38.61,-123.02,38.61,-123.02,2012,11,0.0,0
22082,0,0,0,0,4.0,4.0,34.4,-112.3002,34.4,-112.1598,2016,06,1800.0,0
57603,0,0,0,0,1.0,1.0,40.7249,-92.8633,40.7249,-92.8633,2010,07,36000.0,0
34441,0,0,0,0,2.0,2.0,43.81,-91.22,43.81,-91.22,2017,07,37200.0,0
14395,0,0,0,0,2.0,2.0,18.38,-66.17,18.38,-66.17,2009,11,8400.0,0
16022,0,1,0,0,0.0,0.0,41.13,-73.5,41.13,-73.5,2009,11,0.0,0
48277,0,0,0,0,4.0,5.0,36.03,-112.11,36.2226,-112.7911,2012,07,28800.0,0
58342,0,0,0,0,2.0,2.0,46.25,-88.01,46.25,-88.01,2014,08,75600.0,0
774,0,0,0,0,3.0,10.0,36.1607,-111.19200000000001,35.9963,-111.2985,2012,07,7200.0,0
7409,0,0,0,0,9.0,77.0,-14.3289,-170.8211,-14.2408,-169.4492,2018,01,10800.0,1
12950,0,0,0,0,0.0,0.0,30.23,-93.2,30.23,-93.2,2014,12,3600.0,0
27872,0,0,0,0,0.0,0.0,37.73,-88.55,37.73,-88.55,2010,03,19800.0,0
52664,0,0,0,0,1.0,3.0,20.9447,-156.6851,20.7655,-156.0452,2018,08,31740.000000000004,0
11702,0,0,0,0,0.0,0.0,46.15,-115.6,46.15,-115.6,2011,10,86400.0,0
2953,0,0,0,0,1.0,1.0,36.7434,-75.9869,36.7434,-75.9869,2016,10,90000.0,0
18698,0,0,0,0,2.0,1.0,21.6832,-157.9752,21.4487,-158.0335,2011,02,5400.0,0
17172,0,0,0,0,2.0,2.0,45.33,-93.57,45.33,-93.57,2012,05,0.0,0
10772,0,0,0,0,1.0,1.0,41.75,-92.44,41.75,-92.44,2017,05,86400.0,0
10807,0,0,0,0,1.0,1.0,31.34,-82.46,31.34,-82.46,2009,09,86400.0,0
35999,0,0,0,0,2.0,1.0,37.859,-88.62,37.8655,-88.7,2010,05,4800.0,0
60536,0,0,0,0,0.0,0.0,38.03,-87.53,37.98,-87.55,2012,08,3600.0,0
32596,0,0,0,0,4.0,0.0,35.7001,-120.1432,35.6685,-120.0782,2015,02,9000.0,0
50177,0,0,0,0,2.0,2.0,39.05,-94.28,39.05,-94.28,2010,09,0.0,0
8485,0,0,0,0,2.0,2.0,42.05,-93.64,42.05,-93.64,2015,06,86400.0,0
58826,0,0,0,0,0.0,0.0,41.604,-93.7178,41.604,-93.7178,2014,08,79140.0,0
37890,0,0,0,0,1.0,1.0,37.7231,-122.1354,37.7231,-122.1354,2012,03,43200.0,1
15755,0,3,0,3,2.0,2.0,33.0189,-96.4567,33.0189,-96.4567,2009,11,0.0,0
59173,0,0,0,0,2.0,2.0,30.46,-83.3764,30.46,-83.3764,2011,12,54000.0,0
536,0,0,0,0,1.0,1.0,41.72,-94.92,41.72,-94.92,2017,08,34980.0,0
50275,0,0,0,0,2.0,2.0,42.6205,-90.4578,42.6205,-90.4578,2010,08,7200.0,0
22721,0,0,1,0,2.0,2.0,37.998000000000005,-82.1426,37.998000000000005,-82.1426,2015,07,0.0,0
40859,0,0,0,0,0.0,0.0,42.58,-92.88,42.58,-92.88,2013,06,0.0,0
10204,0,0,0,0,5.0,4.0,34.8224,-111.4,34.7831,-111.4669,2013,08,4500.0,0
32395,0,0,0,0,2.0,2.0,33.3936,-105.7175,33.3936,-105.7175,2014,08,300.0,0
39157,0,0,0,0,3.0,3.0,42.57,-92.56,42.57,-92.56,2018,08,85500.0,0
63343,0,0,0,0,0.0,0.0,39.87,-75.15,39.62,-74.93,2008,09,21600.0,0
50802,0,0,0,0,5.0,5.0,18.0846,-66.5387,18.0822,-66.5377,2016,11,0.0,0
1460,0,0,0,0,1.0,1.0,36.97,-76.63,36.97,-76.63,2017,07,0.0,0
25303,0,0,0,0,0.0,2.0,18.43,-66.28,18.4403,-66.3033,2010,12,10800.0,0
22024,0,0,0,0,2.0,1.0,22.1557,-159.6739,22.0629,-159.3636,2011,04,7560.000000000001,0
52954,0,0,0,0,0.0,3.0,20.9309,-156.67600000000002,20.7922,-156.08,2016,12,30900.000000000004,0
53588,0,0,0,0,1.0,1.0,40.35,-98.14,40.35,-98.14,2013,10,28800.0,0
57890,0,0,0,0,2.0,2.0,21.5019,-157.9944,21.4116,-158.1606,2014,09,4680.0,0
71444,0,0,0,0,2.0,2.0,18.1342,-67.094,18.1342,-67.094,2011,09,14400.0,0
1646,0,0,0,0,0.0,0.0,29.72,-85.02,29.72,-85.02,2011,07,0.0,0
50135,0,0,0,0,2.0,2.0,44.1161,-90.5691,44.1161,-90.5691,2010,07,36000.0,0
11609,0,0,0,0,5.0,5.0,36.32,-95.6898,36.32,-95.6898,2008,04,0.0,0
21583,0,0,0,0,4.0,4.0,35.2,-118.67,35.2,-118.67,2014,02,0.0,0
26069,0,0,0,0,3.0,3.0,40.35,-98.18700000000001,40.35,-98.18700000000001,2012,06,54000.0,0
30854,0,0,0,0,2.0,2.0,29.96,-81.54,29.96,-81.54,2016,09,7200.0,0
53318,0,0,0,0,5.0,5.0,42.68,-93.01,42.68,-93.01,2018,09,86400.0,0
40245,0,0,0,0,1.0,1.0,42.26,-94.07,42.26,-94.07,2015,08,73800.0,0
14029,0,0,0,0,4.0,4.0,33.42,-110.95,33.42,-110.95,2010,07,3300.0,0
4891,0,0,0,0,7.0,7.0,41.02,-102.56,41.02,-102.56,2011,06,0.0,0
48199,0,0,0,0,1.0,2.0,20.8922,-156.2119,20.8332,-156.1514,2014,05,9600.0,0
49229,0,0,0,0,4.0,4.0,48.7421,-105.42,48.7421,-105.42,2009,08,0.0,0
7116,0,0,0,0,1.0,1.0,25.8,-80.29,25.8,-80.29,2011,06,1860.0000000000002,0
13460,0,0,0,0,2.0,2.0,37.18,-92.77,37.18,-92.77,2015,06,0.0,0
1750,0,0,0,0,1.0,1.0,37.15,-92.77,37.15,-92.77,2009,10,13320.0,0
1187,0,0,0,0,1.0,1.0,21.1539,-156.7601,21.1615,-157.1055,2018,02,10020.0,0
47034,0,0,0,0,6.0,8.0,34.8,-111.9,34.9018,-111.926,2017,07,2700.0,0
2078,0,0,0,0,0.0,2.0,21.9711,-159.7194,22.108,-159.3292,2008,12,26340.0,0
20923,0,0,0,0,5.0,5.0,41.51,-98.88,41.51,-98.88,2018,06,39600.0,0
2373,0,0,0,0,2.0,2.0,47.1,-110.06,47.1,-110.06,2014,08,172800.0,0
19851,0,0,0,0,5.0,5.0,41.69,-94.37,41.69,-94.37,2016,06,86400.0,0
70418,0,0,0,0,0.0,0.0,46.5,-91.86,46.5,-91.86,2011,08,42300.0,0
54154,0,0,0,0,1.0,1.0,41.35,-93.57,41.35,-93.57,2018,09,86400.0,0
20016,0,0,0,0,1.0,1.0,37.46,-77.35,37.46,-77.35,2018,05,237600.00000000003,0
51773,0,0,0,0,0.0,0.0,37.73,-88.55,37.73,-88.55,2015,12,100800.0,0
53262,0,0,0,0,4.0,4.0,37.52,-87.773,37.52,-87.773,2009,09,1800.0,0
27804,0,0,0,0,19.0,19.0,35.77,-103.95,35.77,-103.95,2014,07,46800.0,0
2902,0,0,0,0,2.0,2.0,37.9767,-76.506,37.9767,-76.506,2016,10,90000.0,0
48021,0,0,0,0,0.0,0.0,37.77,-87.12,37.77,-87.12,2009,09,4500.0,0
57866,0,0,0,0,40.0,40.0,46.15,-114.45,46.15,-114.45,2011,10,86400.0,0
51350,0,0,0,0,0.0,0.0,37.95,-76.52,37.95,-76.52,2010,09,140400.0,0
48620,0,0,0,0,0.0,0.0,37.42,-76.53,37.28,-76.4,2015,11,86400.0,0
39043,0,0,0,0,3.0,3.0,38.37,-75.16,38.37,-75.16,2016,07,0.0,0
51570,0,0,0,0,0.0,0.0,45.82,-88.12,45.82,-88.12,2017,07,24300.0,0
32419,0,0,0,0,0.0,0.0,38.32,-75.22,38.32,-75.22,2008,12,115200.0,0
41590,0,0,0,0,3.0,3.0,43.16,-93.55,43.16,-93.55,2010,07,5760.0,0
42645,0,0,0,0,3.0,3.0,42.52,-92.81,42.52,-92.81,2018,06,50400.0,0
35067,0,0,0,0,1.0,1.0,37.21,-93.38,37.21,-93.38,2018,09,86400.0,0
18696,0,0,0,0,0.0,1.0,20.6502,-156.0656,20.769000000000002,-155.9914,2011,02,5340.0,0
50017,0,0,0,0,2.0,2.0,37.0671,-88.1579,37.0671,-88.1579,2013,01,28800.0,0
42428,0,0,0,0,1.0,1.0,37.82,-75.59,37.82,-75.59,2016,07,0.0,0
37511,0,0,0,0,1.0,1.0,44.33,-91.92,44.33,-91.92,2016,08,20520.0,0
7809,0,0,0,0,5.0,5.0,34.73,-112.5381,34.73,-112.36200000000001,2013,07,5400.0,0
57385,0,0,0,0,0.0,0.0,30.2,-91.98,30.2,-91.98,2009,07,0.0,0
37962,0,0,0,0,1.0,1.0,41.71,-93.47,41.71,-93.47,2018,06,86400.0,0
50901,0,0,0,0,3.0,3.0,36.2771,-87.7601,36.2771,-87.7601,2016,07,86400.0,0
12947,0,0,0,0,1.0,1.0,38.52,-99.07,38.52,-99.07,2011,05,39600.0,0
55231,0,0,0,0,1.0,1.0,20.6862,-156.4239,20.795,-156.3137,2018,10,6120.0,0
41746,0,0,0,0,2.0,2.0,38.3,-85.83,38.3,-85.83,2009,06,7200.0,0
69132,0,0,0,0,0.0,0.0,36.43,-99.39,36.43,-99.39,2008,09,0.0,0
36224,0,0,1,0,1.0,1.0,38.2565,-85.57600000000001,38.2565,-85.57600000000001,2018,08,900.0,0
50354,0,0,0,0,1.0,1.0,43.64,-94.46,43.64,-94.46,2014,06,0.0,0
25244,0,0,0,0,1.0,1.0,41.65,-93.89,41.65,-93.89,2016,07,18660.0,0
52875,0,0,0,0,1.0,1.0,43.07,-94.31,43.07,-94.31,2018,09,86400.0,0
28326,0,0,0,0,1.0,1.0,44.73,-93.43,44.73,-93.43,2013,07,14400.0,0
49010,0,0,0,0,0.0,0.0,37.38,-76.32,37.38,-76.32,2016,09,259200.00000000003,0
7163,0,0,0,0,2.0,2.0,41.06,-122.36,41.06,-122.36,2016,01,86400.0,0
1401,0,0,0,0,2.0,2.0,38.17,-75.71,38.17,-75.71,2017,07,0.0,0
61185,0,0,0,0,0.0,0.0,37.03,-88.35,37.03,-88.35,2011,07,2100.0,0
49013,0,0,0,0,6.0,6.0,37.06,-106.73,37.06,-106.73,2018,07,1800.0,0
54763,0,0,0,0,0.0,1.0,21.1956,-156.9762,21.1158,-156.7592,2018,10,9180.0,0
28800,0,0,0,0,1.0,1.0,33.61,-112.33,33.61,-112.33,2010,02,360.0,0
26508,0,0,0,0,0.0,0.0,38.42,-81.78,38.48,-81.67,2013,08,7200.0,1
52394,0,0,1,0,1.0,1.0,44.2819,-105.4833,44.2819,-105.4833,2013,08,0.0,0
48853,0,0,0,0,0.0,0.0,37.27,-76.02,37.53,-75.83,2015,11,86400.0,0
36255,0,0,0,0,1.0,1.0,43.1,-93.6,43.1,-93.6,2016,08,9000.0,0
17965,0,0,0,0,4.0,4.0,41.05,-93.69,41.05,-93.69,2015,07,20100.0,0
17966,0,0,0,0,1.0,1.0,41.03,-93.77,41.03,-93.77,2015,07,86400.0,0
11260,0,0,0,0,2.0,3.0,19.7879,-155.127,19.4369,-155.1421,2016,03,7740.000000000001,0
4530,0,0,0,0,0.0,0.0,43.3,-91.8,43.3,-91.8,2013,06,25980.0,0
57791,0,0,0,0,0.0,3.0,18.2,-66.03,18.184,-66.0752,2012,10,0.0,0
48000,0,0,0,0,4.0,4.0,40.22,-95.97,40.22,-95.97,2017,10,0.0,0
66702,0,0,0,0,2.0,2.0,34.7277,-86.5933,34.7277,-86.5933,2008,10,35940.0,0
54896,0,0,0,0,0.0,0.0,40.3,-98.73,40.3,-98.73,2017,07,86400.0,0
64086,0,0,0,0,1.0,1.0,37.99,-100.99,37.99,-100.99,2012,07,28380.0,0
42861,0,0,0,0,1.0,2.0,31.8403,-85.9818,31.8382,-86.0058,2011,04,7200.0,0
13983,0,0,0,0,3.0,3.0,39.81,-123.48,39.81,-123.48,2018,03,27000.0,0
54246,0,0,0,0,0.0,0.0,36.82,-76.33,36.82,-76.33,2010,03,64800.00000000001,0
78561,0,0,0,0,1.0,2.0,22.1646,-159.6602,22.0781,-159.3457,2011,04,2340.0,0
48932,0,0,0,0,1.0,1.0,18.4255,-66.67699999999999,18.4255,-66.67699999999999,2009,06,10920.0,0
51969,0,0,0,0,2.0,2.0,33.24,-87.54,33.24,-87.54,2012,08,4200.0,0
28278,0,0,0,0,1.0,1.0,42.39,-94.63,42.39,-94.63,2017,04,86400.0,0
13468,0,0,0,0,2.0,2.0,38.27,-97.37,38.27,-97.37,2015,06,0.0,0
34049,0,0,0,0,9.0,2.0,33.7,-109.71,33.7073,-109.5708,2016,08,21600.0,0
47951,0,0,0,0,3.0,3.0,41.59,-93.67,41.59,-93.67,2018,07,14400.0,0
47155,0,0,0,0,3.0,3.0,37.5866,-76.8,37.5866,-76.8,2016,09,190800.0,0
48208,0,0,0,0,2.0,2.0,40.96,-92.4,40.96,-92.4,2015,11,86400.0,0
55686,0,0,0,0,1.0,1.0,39.81,-98.56,39.81,-98.56,2011,06,21600.0,0
52166,0,0,0,0,2.0,2.0,33.3966,-84.7339,33.3966,-84.7339,2018,06,3600.0,1
53365,0,0,0,0,1.0,1.0,34.36,-117.63,34.36,-117.63,2010,08,2100.0,0
30140,0,0,0,0,0.0,0.0,40.7,-92.27,40.7,-92.27,2014,06,0.0,0
22166,0,0,0,0,3.0,3.0,40.8534,-97.84700000000001,40.8534,-97.84700000000001,2013,05,86400.0,0
24444,0,0,0,0,6.0,6.0,42.46,-95.96,42.46,-95.96,2014,06,7200.0,0
54898,0,0,0,0,10.0,10.0,40.36,-98.95,40.36,-98.95,2017,07,86400.0,0
39190,0,0,0,0,1.0,1.0,37.39,-93.95,37.39,-93.95,2018,08,5400.0,0
43492,0,0,0,0,7.0,7.0,38.06,-105.14,38.06,-105.14,2018,07,1800.0,0
42649,0,0,0,0,1.0,1.0,42.03,-93.63,42.03,-93.63,2018,06,20100.0,0
53165,0,0,0,0,0.0,0.0,43.98,-94.63,43.98,-94.63,2010,09,25200.0,0
14349,0,0,0,0,0.0,0.0,36.98,-76.63,36.98,-76.63,2009,11,172800.0,0
19083,0,0,0,0,0.0,0.0,30.77,-83.27,30.77,-83.27,2012,06,302400.0,0
36533,0,0,0,0,1.0,1.0,44.68,-93.24,44.68,-93.24,2016,08,10800.0,0
47958,0,0,0,0,1.0,1.0,20.9186,-156.69299999999998,20.9106,-156.6831,2017,10,1740.0,0
28196,0,0,0,0,2.0,2.0,42.8538,-73.7842,42.8538,-73.7842,2008,12,34200.0,0
49590,0,0,0,0,4.0,4.0,37.29,-109.4,37.29,-109.4,2018,07,10800.0,0
20696,0,0,0,0,1.0,1.0,39.94,-120.92,39.94,-120.92,2017,02,86400.0,0
20247,0,0,0,0,0.0,1.0,37.83,-87.58,37.8494,-87.5851,2010,01,3600.0,0
58955,0,0,0,0,2.0,2.0,41.74,-93.72,41.74,-93.72,2014,08,0.0,0
26017,0,0,0,0,0.0,0.0,39.52,-74.93,39.42,-74.37,2008,12,28800.0,0
36242,0,0,0,0,1.0,4.0,19.8805,-155.1363,19.396,-155.2921,2018,09,9720.0,0
45891,0,0,0,0,0.0,0.0,37.13,-76.55,37.13,-76.55,2016,09,259200.00000000003,0
11698,0,0,0,0,2.0,2.0,46.57,-115.75,46.57,-115.75,2011,10,86400.0,0
55594,0,0,0,0,1.0,1.0,38.2945,-76.08,38.2945,-76.08,2018,10,21600.0,0
12712,0,0,0,0,3.0,6.0,34.9799,-101.7053,34.8831,-101.6132,2013,07,55800.0,0
48440,0,0,0,0,0.0,0.0,30.37,-90.08,30.37,-90.08,2008,05,90000.0,0
34836,0,0,0,0,0.0,3.0,39.05,-82.18,39.0739,-82.0771,2012,02,46800.0,0
34861,0,0,0,0,0.0,0.0,41.87,-89.22,41.87,-89.22,2017,07,600.0,0
31000,0,0,0,0,2.0,2.0,33.248000000000005,-86.8531,33.248000000000005,-86.8531,2008,01,0.0,0
58679,0,0,0,0,1.0,1.0,34.18,-85.76,34.18,-85.76,2010,06,0.0,0
22879,0,0,0,0,2.0,2.0,26.9212,-99.2595,26.914,-99.2598,2012,05,1800.0,0
13259,0,0,0,0,5.0,5.0,32.2048,-107.5562,32.2048,-107.5562,2010,07,3480.0,0
66477,0,0,0,0,2.0,2.0,28.3865,-82.6749,28.3865,-82.6749,2008,07,7200.0,0
60790,0,0,0,0,1.0,1.0,41.29,-92.64,41.29,-92.64,2010,07,36000.0,0
17042,0,0,0,0,1.0,1.0,20.9381,-156.3138,20.6438,-156.1137,2016,05,18360.0,0
30310,0,0,0,0,2.0,2.0,30.5,-84.3,30.5,-84.3,2012,03,86400.0,0
58829,0,0,0,0,1.0,1.0,26.686,-81.796,26.686,-81.796,2011,10,6360.0,0
30544,0,0,0,0,1.0,1.0,41.23,-103.66,41.23,-103.66,2010,04,13500.0,0
2258,0,0,0,0,1.0,1.0,22.1837,-159.6327,21.9043,-159.4487,2010,04,9960.0,0
29396,0,0,0,0,5.0,18.0,-14.3,-170.5253,-14.3,-170.8689,2010,01,21600.0,0
53061,0,0,0,0,0.0,2.0,37.93,-87.9,38.1227,-87.8549,2009,10,9660.0,0
31349,0,0,0,0,3.0,3.0,42.53,-92.78,42.53,-92.78,2016,09,86400.0,0
24259,0,0,0,0,11.0,11.0,38.14,-101.13,38.14,-101.13,2018,07,12600.0,0
56549,0,0,0,0,0.0,0.0,40.32,-74.62,40.32,-74.62,2017,06,0.0,0
7209,0,0,0,0,4.0,4.0,37.6379,-83.72,37.6379,-83.72,2010,06,2700.0,0
39467,0,0,0,0,0.0,0.0,37.2,-87.18,37.3,-87.13,2009,06,4200.0,0
53572,0,0,0,0,0.0,0.0,40.63,-93.9,40.63,-93.9,2018,10,86400.0,0
51946,0,0,0,0,1.0,1.0,37.89,-92.4,37.89,-92.4,2013,08,24480.0,0
25894,0,0,0,0,0.0,2.0,37.15,-88.95,37.1795,-89.0112,2009,02,7200.0,0
45803,0,0,0,0,1.0,1.0,33.23,-88.93,33.23,-88.93,2015,08,0.0,0
62458,0,0,0,0,5.0,4.0,18.0861,-67.0618,18.0974,-67.0743,2010,09,2760.0,0
53716,0,0,0,0,0.0,0.0,44.57,-91.68,44.57,-91.68,2010,09,111600.0,0
21898,0,0,0,0,6.0,1.0,46.7766,-114.4307,46.7398,-114.5288,2017,02,36000.0,0
625,0,0,0,0,0.0,0.0,38.33,-75.52,38.33,-75.52,2014,05,43200.0,0
30488,0,0,0,0,1.0,1.0,41.6,-93.83,41.6,-93.83,2016,09,12600.0,0
55287,0,0,0,0,1.0,1.0,42.51,-90.68,42.51,-90.68,2011,07,0.0,0
67780,0,0,0,0,2.0,3.0,42.8465,-88.6107,42.9758,-88.5512,2008,09,172800.0,0
49981,0,0,0,0,0.0,0.0,42.85,-94.85,42.85,-94.85,2008,06,3600.0,0
62099,0,0,0,0,2.0,2.0,42.41,-90.39,42.41,-90.39,2011,07,0.0,0
25713,0,0,0,0,1.0,2.0,21.6653,-157.9422,21.3202,-158.0438,2009,03,9600.0,0
21922,0,0,0,0,2.0,2.0,37.47,-119.74,37.47,-119.74,2014,02,0.0,0
44721,0,0,0,0,3.0,3.0,37.49,-99.07,37.49,-99.07,2018,06,21600.0,0
26955,0,0,0,0,15.0,15.0,46.58,-85.27,46.58,-85.27,2014,08,129600.00000000001,0
41246,0,0,0,0,11.0,11.0,37.45,-100.55,37.45,-100.55,2015,05,18000.0,0
43820,0,0,0,0,3.0,3.0,36.39,-91.88,36.39,-91.88,2012,07,0.0,0
5226,0,0,0,0,4.0,4.0,38.78,-120.23,38.78,-120.23,2016,01,87300.0,0
675,0,0,0,0,3.0,7.0,34.6193,-112.3827,34.6888,-112.5338,2012,07,5400.0,0
8817,0,0,0,0,1.0,1.0,40.266,-82.9058,40.266,-82.9058,2013,07,3600.0,0
1224,0,0,0,0,1.0,1.0,40.51,-74.82,40.51,-74.82,2016,07,0.0,0
18602,0,0,0,0,4.0,4.0,33.52,-80.43,33.52,-80.43,2010,07,0.0,0
51135,0,0,0,0,1.0,1.0,41.23,-95.14,41.23,-95.14,2014,06,0.0,0
46325,0,0,0,0,0.0,0.0,47.42,-104.93,47.42,-104.93,2010,06,1140.0,0
10206,0,0,0,0,2.0,2.0,41.72,-93.57,41.72,-93.57,2015,06,86400.0,0
27131,0,0,0,0,1.0,1.0,38.2118,-85.2175,38.2118,-85.2175,2012,06,3600.0,0
58613,0,0,0,0,0.0,0.0,46.53,-87.57,46.53,-87.57,2014,06,79200.0,0
7765,0,0,0,0,5.0,8.0,34.8012,-112.0823,34.6681,-111.9204,2009,05,10800.0,0
35643,0,0,0,0,1.0,1.0,41.04,-93.95,41.04,-93.95,2014,09,0.0,0
216,0,0,0,0,1.0,1.0,20.9172,-156.2428,20.7532,-155.9837,2008,12,9960.0,0
6243,0,0,0,0,4.0,4.0,43.78,-97.32,43.78,-97.32,2013,05,0.0,0
51683,0,0,0,0,3.0,2.0,44.8522,-93.34899999999999,44.8626,-93.2869,2009,08,3600.0,0
56989,0,0,0,0,6.0,6.0,38.06,-101.14,38.06,-101.14,2013,07,0.0,0
21571,0,0,0,0,5.0,5.0,37.38,-77.35,37.38,-77.35,2018,05,206400.0,0
24652,0,0,0,0,0.0,0.0,38.27,-87.68,38.27,-87.68,2014,06,2700.0,0
41737,0,0,0,0,1.0,1.0,42.99,-97.86,42.99,-97.86,2015,09,0.0,0
49122,0,0,0,0,0.0,0.0,37.63,-79.45,37.63,-79.45,2017,05,86400.0,0
49012,0,0,0,0,1.0,2.0,20.9796,-156.6458,20.7104,-156.0388,2015,11,20040.0,0
49953,0,0,0,0,7.0,7.0,46.9284,-109.765,46.9284,-109.765,2014,06,1200.0,0
55903,0,0,0,0,1.0,1.0,38.02,-92.56,38.02,-92.56,2015,12,0.0,0
35569,0,0,0,0,0.0,0.0,40.63,-93.9,40.63,-93.9,2014,09,0.0,0
62795,0,0,0,0,16.0,16.0,37.55,-100.2,37.55,-100.2,2010,05,0.0,0
68622,0,0,0,0,1.0,1.0,30.2,-85.6333,30.2,-85.6333,2011,09,259200.00000000003,0
30192,0,0,0,0,0.0,0.0,36.4,-76.75,36.4,-76.75,2010,03,46800.0,0
47066,0,0,0,0,1.0,1.0,38.39,-75.5,38.39,-75.5,2017,08,0.0,0
20452,0,0,0,0,2.0,1.0,42.8579,-73.7746,42.8643,-73.7756,2008,07,9000.0,0
51547,0,0,0,0,1.0,1.0,45.31,-94.3,45.31,-94.3,2009,08,18000.0,0
9618,0,0,0,0,2.0,4.0,22.0043,-159.7536,22.1939,-159.3443,2013,10,5040.0,0
7121,0,0,0,0,0.0,0.0,37.4,-84.42,37.4,-84.42,2010,06,1800.0,0
37001,0,0,0,0,2.0,2.0,41.97,-93.56,41.97,-93.56,2014,09,0.0,0
63685,0,0,0,0,1.0,1.0,42.35,-90.01,42.35,-90.01,2011,07,0.0,0
13914,0,0,0,0,3.0,3.0,33.65,-112.03,33.65,-112.03,2011,08,1200.0,0
46699,0,0,0,0,1.0,1.0,37.13,-76.49,37.13,-76.49,2017,08,0.0,0
41587,0,0,0,0,2.0,2.0,38.0,-86.91,38.0,-86.91,2011,04,3600.0,0
19869,0,0,0,0,1.0,1.0,33.99,-81.02,33.99,-81.02,2012,07,0.0,0
70663,0,0,0,0,0.0,0.0,40.15,-74.7,39.6,-74.57,2008,12,39600.0,0
22205,0,0,0,0,0.0,0.0,38.35,-87.57,38.35,-87.57,2015,01,21600.0,0
50561,0,0,0,0,2.0,2.0,42.42,-93.84,42.42,-93.84,2010,08,0.0,0
41948,0,0,0,0,2.0,3.0,33.61,-101.9531,33.5689,-101.662,2010,04,163800.0,1
12317,0,0,0,0,2.0,2.0,41.72,-92.75,41.72,-92.75,2015,06,86400.0,0
14415,0,0,0,0,2.0,3.0,18.2294,-66.3379,18.2337,-66.3595,2014,11,9240.0,0
46222,0,0,0,0,1.0,1.0,37.0516,-122.0137,37.0516,-122.0137,2011,03,14400.0,1
