BINNED_PROPERTY_DAMAGE,prob_0 to 2.5k,prob_100k to 200k,prob_10k to 20k,prob_2.5k to 5k,prob_200k to 300k,prob_20k to 30k,prob_300k to 400k,prob_30k to 40k,prob_400k to 500k,prob_40k to 50k,prob_500k to 600k,prob_50k to 75k,prob_5k to 10k,prob_600k to 700k,prob_700k to 800k,prob_75k to 100k,prob_800k to 900k,prob_900k to 1B,prob_greater than 1B
0 to 2.5k,0.9999452829000001,1.2909999999999998e-07,2.0475e-06,4.4751200000000006e-05,7.570000000000001e-08,7.043999999999999e-07,5e-10,2.262e-07,2.072e-07,8.358999999999999e-07,1.3e-09,5.2400000000000006e-08,4.8394e-06,0.0,6.200000000000001e-09,8.16e-07,0.0,7.400000000000001e-09,8.800000000000001e-09
0 to 2.5k,0.6327533722,0.007609183,0.0832887962,0.09143114840000001,0.0020509195,0.0341729261,0.0004536785,0.011796887,0.0026137927,0.0277430601,0.0002762506,0.0101485774,0.0801101178,1.5078600000000002e-05,0.000331557,0.014413252500000001,3.93229e-05,0.0002895035,0.00046263710000000004
0 to 2.5k,0.8489476442,0.0051756757,0.0162045844,0.038986776,0.0044137849,0.0110953962,0.0026994564,0.0023195636,0.0102422014,0.0053975056000000006,0.0054376186,0.0017371859000000001,0.015866881200000002,0.0001697625,0.0042343088,0.011604419000000001,0.0001281725,0.008255737800000001,0.0070835049
0 to 2.5k,0.5226327777,0.0659784153,0.0238850899,0.0217306726,0.0421863124,0.023134386200000003,0.0152465776,0.0139056258,0.0465355255,0.030777948000000003,0.0089655612,0.0225831605,0.0270004775,0.0024086796,0.0173364002,0.0467559248,0.0013214470000000001,0.0293643977,0.0382505134
0 to 2.5k,0.8657716513,0.012387515,0.0082812551,0.014190564900000001,0.010583019800000001,0.010127998000000001,0.0017428620000000002,0.0036176518,0.011610837700000001,0.0130039062,0.0012719665,0.0038005284,0.0112133874,8.83498e-05,0.0031681536,0.020920407000000002,3.3412300000000005e-05,0.0044328724,0.0037536437000000003
0 to 2.5k,0.42890512940000003,0.021536305500000002,0.091585204,0.09035748240000001,0.0115312887,0.08425466720000001,0.0029620018,0.0194350202,0.009101468100000001,0.0654331595,0.0015356422,0.0181280896,0.0959035531,0.00016771750000000002,0.0023767464,0.052676621800000004,0.0001833518,0.0019493148,0.0019772882
0 to 2.5k,0.36632484200000004,0.0828055441,0.011242030200000001,0.0096333129,0.061682805400000006,0.0123607982,0.0266595185,0.0108878966,0.0924602821,0.0206295438,0.0162322968,0.020482417200000002,0.0148752918,0.0057749711,0.0428969637,0.0347398408,0.0019917027,0.0915429294,0.07677701120000001
0 to 2.5k,0.5021743178,0.054642368100000005,0.0211153869,0.021548612,0.048660099500000005,0.0272652991,0.0211371258,0.0094981687,0.046686966,0.0269810911,0.0121449707,0.013895817100000001,0.0218815356,0.0033161098,0.0205656588,0.0575678274,0.0012081377,0.0384189151,0.0512914695
0 to 2.5k,0.7303367853,0.0125447167,0.0329216197,0.0546456873,0.0081422171,0.0243852157,0.0038010522,0.0070605264,0.0167874228,0.0171531457,0.0045106015,0.0062298328000000005,0.038846992000000004,0.00024561,0.0061238385,0.0230339225,0.0002198655,0.0082109114,0.0048001572
0 to 2.5k,0.5727206469,0.0045076329,0.1041309908,0.12424544250000001,0.0012276712000000001,0.0423720255,0.0002413936,0.0104818,0.0013298284,0.027721682600000002,0.0001645786,0.0075273872,0.0899855718,6.4409e-06,0.0001567804,0.0128391162,2.0774200000000002e-05,0.0001112286,0.0002090022
0 to 2.5k,0.401668191,0.0694580674,0.034733429600000004,0.027349405,0.0404509269,0.0268495735,0.027547102400000002,0.0159621853,0.0576129183,0.0282385591,0.0160866585,0.025834031400000002,0.034799378400000004,0.0056161392,0.0249695051,0.0436342061,0.0037359179,0.0504098162,0.0650440082
0 to 2.5k,0.3085731268,0.0797931179,0.0586773939,0.040476854900000005,0.0476697907,0.0665866807,0.0218665767,0.0228830576,0.039541002400000004,0.0614970997,0.0076671126000000004,0.0339876786,0.0646577477,0.0027904457,0.015206025900000001,0.0811351687,0.0016971052,0.0216406286,0.023653414100000002
0 to 2.5k,0.9754428864,0.0011619047,0.0030250303000000003,0.006850960200000001,0.0005111584,0.0018119753,3.6313600000000004e-05,0.0008335821000000001,0.0007834686,0.0023622573,2.8033800000000006e-05,0.0006563231,0.0043698475,5.514999999999999e-07,7.90051e-05,0.0018481133,4.282e-07,8.85609e-05,0.0001094664
0 to 2.5k,0.7693260312,0.0134149548,0.019313978000000002,0.0343686491,0.0142281353,0.0305261072,0.0025959616,0.0049979184,0.011379435700000001,0.0221044458,0.0022443046,0.0042135851,0.0229408853,0.00011609640000000001,0.0035918993,0.036399323500000004,4.3332e-05,0.0042683263,0.0039265887
0 to 2.5k,0.9981527925,1.9194300000000004e-05,0.0002209863,0.0010108018,5.6759e-06,7.41361e-05,1.34e-07,2.9120600000000007e-05,1.03175e-05,8.001350000000002e-05,1.1379999999999999e-07,1.36649e-05,0.0003335242,3e-10,3.765e-07,4.7775600000000004e-05,4e-10,4.022e-07,9.400999999999999e-07
0 to 2.5k,0.4348759353,0.0321929976,0.0854771808,0.07556143400000001,0.016713541000000002,0.0783788487,0.0056137908,0.0194553453,0.013939579,0.0585335493,0.0026240645,0.0211905595,0.084233366,0.0004153469,0.0038423606,0.0573923998,0.0004087674,0.0039845682,0.0051664957
0 to 2.5k,0.9697439671,0.0013542532,0.0005444402,0.0023661701,0.0023548848,0.0006902891,0.0005199325,0.0001602064,0.0037878635,0.0005713922000000001,0.0013867406,0.0001388514,0.0005243860000000001,3.29324e-05,0.0013246605,0.0028958532,6.324e-06,0.003897737,0.0076989429
0 to 2.5k,0.6676087379,0.0206271186,0.0473707505,0.0503360033,0.009324342900000001,0.0379759669,0.0015041481,0.013069971500000001,0.0074396068,0.040331918700000004,0.0007725656,0.0139713753,0.0523871183,6.96301e-05,0.0013005397,0.0325134173,7.0077e-05,0.0013246561,0.0020019591000000002
0 to 2.5k,0.4740667939,0.028237264600000003,0.0029783887,0.0043100719,0.0266234018,0.0023484954,0.0144016808,0.0022459715,0.0417695083,0.0035835798,0.0261404961,0.0044095684,0.0023863332,0.0060684681,0.0214888472,0.0128576187,0.0025449148,0.0737592578,0.2497794032
0 to 2.5k,0.3873936832,0.0340271331,0.0981461257,0.08026585730000001,0.0161729828,0.0815819874,0.0061238101,0.0225755349,0.014203966600000001,0.061677102000000004,0.0026816756,0.0249524172,0.0992538929,0.00046171790000000003,0.0041247476,0.0565440804,0.0005228089,0.0042874762,0.0050031161
0 to 2.5k,0.6954746842,0.0079289544,0.0623305477,0.08126770700000001,0.0030144525,0.0310455728,0.0007717609,0.0086498223,0.0038605989,0.022872343700000002,0.0006274835,0.0072706765,0.055702414400000004,3.21706e-05,0.0005874745,0.0168307517,5.5712900000000007e-05,0.0006303601,0.0010464344
0 to 2.5k,0.9718946218000001,0.0011641603000000001,0.0025415150000000003,0.0075090518,0.0011166948,0.0029339774,0.0001244567,0.0005025869,0.0012160343,0.0022808777,0.0001072151,0.0003388197,0.0032057918,2.3237e-06,0.0002318819,0.0041579283000000005,8.103999999999999e-07,0.0003122127,0.00035913300000000003
greater than 1B,0.08349977430000001,0.0019903034000000003,2.81065e-05,8.021670000000001e-05,0.0031455485,1.4993000000000002e-05,0.0042013591000000005,3.9100800000000003e-05,0.0157909486,3.13281e-05,0.0369718447,0.0001007851,2.01792e-05,0.006553392900000001,0.0159301814,0.0003415138,0.0015910328,0.1654304713,0.6642389297
0 to 2.5k,0.29346811770000003,0.0682701096,0.0528531931,0.0409964249,0.0524590835,0.0856660306,0.015350255200000001,0.0225329977,0.031154152,0.0862877816,0.005181618000000001,0.0302192122,0.0640780926,0.0016149598,0.0126995239,0.11198592930000001,0.0007721556,0.0131746894,0.0112356776
0 to 2.5k,0.9846028090000001,0.0011664813000000001,0.0011034149000000001,0.0029287382000000002,0.0009005333,0.0010281982,7.37868e-05,0.000429637,0.0010553020000000001,0.0014058774,4.78949e-05,0.00036879860000000003,0.0018212041000000001,1.4776e-06,0.0002089049,0.0022842966,5.477e-07,0.0002865184,0.00028557640000000003
0 to 2.5k,0.4109981656,0.0720405653,0.0112824133,0.0111393575,0.0609553233,0.012516464100000001,0.0241001658,0.0083923656,0.0586477481,0.018905833400000002,0.0200500656,0.016002031,0.010786669300000001,0.0067878198,0.0264927819,0.0440214276,0.0027714872,0.059299610600000004,0.1248097643
0 to 2.5k,0.9342854619000001,0.0034433724000000002,0.0086117443,0.014942103100000001,0.0016810184,0.0063161771000000005,0.0001637678,0.0020757413,0.0019780593,0.0065099904,9.518310000000001e-05,0.0017292352,0.011814641800000001,3.0459999999999997e-06,0.00023066850000000002,0.0054787551000000006,1.9299e-06,0.0002898895,0.0003493126
0 to 2.5k,0.38342219590000004,0.0531559438,0.0649991706,0.0516995601,0.0301477611,0.0758417472,0.0065067019,0.0247621313,0.018451614300000002,0.0846381783,0.0024653662,0.0317464247,0.07538961620000001,0.0005230748000000001,0.005118493500000001,0.08016915620000001,0.0003876744,0.0049357968,0.0056393631
0 to 2.5k,0.49299594760000004,0.035537451500000004,0.0692793429,0.056768611100000005,0.014679092900000001,0.0566010438,0.0024257328,0.0250006504,0.0107111307,0.0737110376,0.0010447926,0.0304921046,0.0760461763,0.0001595938,0.0020158235,0.0481662937,0.0001835511,0.0017041723,0.0024773532
0 to 2.5k,0.8780858517000001,0.010549764100000001,0.001367829,0.0028269435,0.011366482800000001,0.0014189349,0.0027519024000000002,0.0009627478000000001,0.0162967872,0.002199139,0.0033382501,0.0014299649,0.0016337254,0.0003350408,0.0062534795,0.0076167798,8.31851e-05,0.0185640957,0.032919284
greater than 1B,0.089456901,0.0225604456,0.0015373703,0.0017309632000000001,0.0293968748,0.0015908725,0.0359223112,0.0013821502,0.0541140549,0.0019075712000000001,0.0573398657,0.0028553326,0.0013812206,0.025736160600000002,0.0579292141,0.0083248839,0.0069975783000000005,0.23479448260000002,0.3650417328
0 to 2.5k,0.6328483224,0.0613538884,0.0228878967,0.0188453663,0.0314764865,0.0218727384,0.005180079000000001,0.0160838012,0.0222402588,0.039857041100000004,0.0020652709,0.0272350106,0.027613904300000002,0.0005487571,0.0054630111,0.0436281189,0.0003458954,0.0071314452,0.013322656
0 to 2.5k,0.6309084892,0.0349178016,0.0107631097,0.0156602468,0.0355682448,0.0128837312,0.012769708400000001,0.0058670505,0.0433145575,0.0153584201,0.0149159562,0.0081656678,0.0114253601,0.0022029155,0.0208574347,0.036172457000000005,0.0008515274000000001,0.038772422800000005,0.0486248359
0 to 2.5k,0.9968208075,6.29462e-05,0.0002968646,0.0015068189000000001,4.4979e-05,0.00022844410000000002,1.7444999999999998e-06,4.2945700000000005e-05,6.0384700000000005e-05,0.00020737160000000002,1.7585000000000002e-06,2.0793400000000003e-05,0.0004072355,8.4e-09,4.4042e-06,0.0002771308,3.4000000000000003e-09,5.882599999999999e-06,9.5326e-06
0 to 2.5k,0.4693452716,0.0259441771,0.1029848605,0.0819458961,0.0094940094,0.0599071085,0.0041524991,0.02121442,0.0126812672,0.0470563211,0.0019057100000000001,0.022763066000000002,0.0960427821,0.0002948234,0.0027215530000000003,0.0340031385,0.0004180931,0.0031176792,0.0040074247000000006
0 to 2.5k,0.9910523295,5.2671900000000006e-05,0.0011402869,0.0051788208,2.2309900000000005e-05,0.000478564,1.2102999999999999e-06,9.52084e-05,3.9227500000000003e-05,0.0003327478,1.617e-06,3.95674e-05,0.0012963521,5.6e-09,2.4774e-06,0.0002596736,7.200000000000001e-09,2.4083999999999997e-06,4.5274e-06
0 to 2.5k,0.4412817061,0.058734294000000006,0.0040324908,0.0044480246,0.046441983400000005,0.0036911080000000002,0.0173608866,0.0044572563,0.0618568398,0.0074154711,0.0184114557,0.0100155137,0.0042992523000000005,0.0056941314,0.0274793934,0.0194853581,0.0021241589,0.08203189820000001,0.18073879180000002
0 to 2.5k,0.9997343421,4.3377e-06,2.0202500000000002e-05,0.0001759,1.8123e-06,5.8631e-06,4.4100000000000004e-08,3.4622e-06,5.689e-06,7.4017e-06,1.09e-07,1.5715e-06,2.9256000000000006e-05,1e-10,2.4980000000000003e-07,8.0868e-06,1e-10,4.533e-07,1.2967e-06
0 to 2.5k,0.37226018310000003,0.0336564779,0.09156173470000001,0.0769946054,0.0173133574,0.08718056980000001,0.0046514794,0.024275686600000002,0.0123197008,0.0784310997,0.0020320469,0.0267048255,0.0959077626,0.00034203200000000003,0.0034100392,0.06630941480000001,0.0003634701,0.0029409414,0.0033446336000000003
0 to 2.5k,0.7173976302,0.0209667701,0.0293324329,0.0394926891,0.0151332496,0.0260459241,0.0054655718,0.0075674653,0.0176517162,0.0205305908,0.0050180573,0.0080323732,0.0272285882,0.0004883835000000001,0.0054859351,0.0319501832,0.0003180672,0.0086764311,0.0132179372
0 to 2.5k,0.359697938,0.0929226205,0.0245038532,0.018915914000000002,0.0653953776,0.027766378600000002,0.0270952005,0.0150862979,0.0594917685,0.0355058536,0.0136287091,0.027312018,0.025748482000000003,0.0057368339,0.024122294000000002,0.060396745800000005,0.0025745719,0.044731117800000005,0.0693681389
0 to 2.5k,0.9306626916,0.0037712529,0.0043493686,0.011724093000000001,0.0043566315,0.0047743828,0.0011763336,0.0010683106,0.0064779357000000004,0.0037873925000000003,0.0015905522000000001,0.0008715315,0.0048732897,5.835150000000001e-05,0.0022547629,0.009986757300000001,2.06426e-05,0.0041884449,0.0040074335
0 to 2.5k,0.887775898,0.0014445777,0.016772205000000002,0.0403584316,0.0009123441000000001,0.0146077694,0.00010294610000000001,0.0017172514,0.0008627950000000001,0.0083253719,9.005310000000001e-05,0.0009379890000000001,0.0177994445,1.4218999999999999e-06,0.0001163548,0.0079485206,1.2299999999999999e-06,0.0001001886,0.0001251399
0 to 2.5k,0.910220027,0.0006225283,0.014026411800000001,0.042979206900000004,0.0003670034,0.006744945400000001,0.0001015975,0.0010889674,0.0008643877,0.0031616285000000003,0.0001555259,0.0005005212,0.015417109200000001,1.6541999999999998e-06,0.0001764097,0.0032558048,2.205e-06,0.00019058400000000002,0.0001236147
0 to 2.5k,0.9986459613,1.7449300000000002e-05,0.0001397694,0.0007764863,7.2588e-06,5.525640000000001e-05,2.608e-07,1.85549e-05,1.6908500000000003e-05,5.101040000000001e-05,2.967e-07,8.3235e-06,0.000211993,8e-10,9.074e-07,4.632540000000001e-05,6e-10,1.2402999999999998e-06,2.1557e-06
0 to 2.5k,0.8333354592000001,0.0117892763,0.0113400957,0.0195680838,0.0074238293,0.0070061474,0.0039779078,0.0039445562,0.0225334968,0.0070036016,0.0050803907,0.004247433,0.0142702842,0.0003388541,0.0087289251,0.0116460556,0.0002463587,0.017095213800000002,0.0104239564
0 to 2.5k,0.9996923208,2.814e-07,1.9119100000000005e-05,0.0002554969,6.19e-08,2.6212e-06,8e-10,1.0099999999999999e-06,2.5830000000000003e-07,2.2067999999999998e-06,2.8e-09,2.5739999999999996e-07,2.53998e-05,0.0,4.0999999999999995e-09,1.0757000000000001e-06,0.0,4.700000000000001e-09,1.71e-08
0 to 2.5k,0.9788959622000001,0.0002652918,0.0028120722,0.0096405363,0.0001590727,0.0016458305,1.8265000000000002e-05,0.0003086491,0.0002965299,0.0011064932000000001,1.90279e-05,0.0001535369,0.0033964815,1.862e-07,3.55428e-05,0.0011645820000000002,1.4179999999999999e-07,4.05092e-05,4.11905e-05
0 to 2.5k,0.9615786076,0.00011397270000000001,0.005946505800000001,0.0237849727,5.3236600000000005e-05,0.0021552865,1.1611400000000002e-05,0.0002206268,0.0001263936,0.0006822470000000001,2.1691400000000004e-05,8.412340000000001e-05,0.0044213785,1.1e-07,1.2460000000000001e-05,0.0007354528,1.899e-07,1.58182e-05,3.5345e-05
0 to 2.5k,0.9402382374,0.0033376375000000002,0.0059318966,0.0132743064,0.002446274,0.0053776731,0.0004226686,0.0014448806000000002,0.0039115311,0.0047466061,0.00039778130000000004,0.0011668773,0.0075778533,1.2717800000000002e-05,0.0007931614,0.006759569500000001,6.142199999999999e-06,0.0011316085,0.0010226888
0 to 2.5k,0.6867216229,0.0114472862,0.0441432893,0.0684693158,0.0080015827,0.0418100543,0.0021168687000000003,0.0079129525,0.008372513600000001,0.027269516100000002,0.0019232114000000001,0.0063395752,0.0462248251,9.935530000000001e-05,0.0023230261,0.0318804421,8.172520000000001e-05,0.0024663764000000003,0.0023963908000000003
0 to 2.5k,0.55904603,0.0133082094,0.0016260711,0.0033924577,0.014167238,0.0010690989,0.0092459125,0.0010711639,0.0342255645,0.0015167857000000001,0.0301451273,0.001845634,0.001323879,0.0038098290000000003,0.019937712700000002,0.0065964563,0.0016489222,0.0800251961,0.2159986347
0 to 2.5k,0.3946919739,0.034278843600000004,0.017632780600000002,0.0253499374,0.0446641482,0.0247157551,0.032080289000000005,0.0072044726,0.0640499145,0.0190777536,0.0332946032,0.0081372857,0.022933254,0.0047430117,0.057746153300000005,0.052194614,0.0016022944000000001,0.1095847338,0.046018194400000004
0 to 2.5k,0.9861467481,0.0002556299,0.0017074173,0.0059726434,0.0001574539,0.0010497316000000001,1.5020500000000003e-05,0.0002253718,0.0002386849,0.0008086174,1.4080200000000001e-05,0.00012473600000000002,0.00215097,1.548e-07,2.9623300000000005e-05,0.0010199018,1.0729999999999999e-07,3.6747200000000006e-05,4.64924e-05
0 to 2.5k,0.8068377376,0.0052531753,0.0254677422,0.0499888696,0.0041181929,0.0195010845,0.0022555906000000002,0.0037157044,0.0091685271,0.0104288058,0.0021034775,0.0025860178,0.03146559,9.827680000000002e-05,0.0036427905,0.0161637682,6.72271e-05,0.0050177830000000005,0.0021196539
0 to 2.5k,0.7842650414,0.0229994413,0.0094394842,0.0128500396,0.017869908400000002,0.010005277600000001,0.0065581528000000005,0.0041015749,0.0293843355,0.0103142895,0.0039678207,0.0053857118,0.012501373900000001,0.0005730876,0.0101331174,0.0207936913,0.00019215900000000001,0.020880593000000003,0.0177850407
0 to 2.5k,0.9999358654,3.507e-07,2.4896000000000003e-06,4.96939e-05,2.845e-07,1.0828999999999998e-06,5.6e-09,2.814e-07,1.2909999999999998e-06,1.0034e-06,1.55e-08,7.71e-08,5.36e-06,0.0,6.769999999999999e-08,1.8538999999999997e-06,0.0,1.302e-07,1.0689999999999998e-07
0 to 2.5k,0.5498542190000001,0.028610613200000003,0.0589303859,0.0590358786,0.015194195300000001,0.052133958800000005,0.0034745475000000003,0.017436467100000002,0.0117671909,0.056125093300000005,0.0018187843,0.0199508704,0.0612680316,0.0002652444,0.0029788855000000003,0.0542734899,0.0002651298,0.0028205647,0.0037962939
0 to 2.5k,0.9999566078000001,2.087e-07,1.9657e-06,3.45385e-05,9.67e-08,5.948999999999999e-07,6e-10,2.565e-07,2.9559999999999997e-07,8.131999999999999e-07,1.6000000000000003e-09,7.56e-08,3.8559e-06,0.0,6.3e-09,7.325e-07,0.0,9.000000000000001e-09,2.08e-08
0 to 2.5k,0.5489893556000001,0.0093100751,0.101157546,0.1056478098,0.0029385141,0.0482532419,0.0006974475,0.014434209100000001,0.0035383508000000003,0.035018526,0.0004302576,0.0118041802,0.0983283967,2.4454700000000005e-05,0.0005124955,0.0178121179,5.155990000000001e-05,0.0004464692,0.0006049618
0 to 2.5k,0.9460648894,0.001490299,0.0074530276,0.0201921873,0.0009492936,0.0048153871000000004,0.0001601273,0.0010301418,0.0015041357,0.0033951916000000003,0.0002709643,0.0006952045,0.0065777567,4.716999999999999e-06,0.0002218628,0.0043050032,4.146899999999999e-06,0.0002952442,0.0005703025
0 to 2.5k,0.9998785257,2.7477999999999998e-06,6.7493e-06,7.39443e-05,1.6863e-06,3.0200999999999997e-06,2.2800000000000002e-08,1.7042000000000001e-06,4.0053e-06,4.8296e-06,4.43e-08,7.361999999999999e-07,1.43017e-05,0.0,2.1549999999999996e-07,6.5509e-06,0.0,3.6169999999999996e-07,5.477e-07
0 to 2.5k,0.5842167139000001,0.0163324848,0.07248995450000001,0.0819166228,0.0077203587,0.0531281121,0.0016855986000000002,0.0136293061,0.0068664588,0.0433783531,0.0011875728,0.0127825905,0.0656968132,9.130940000000002e-05,0.0012335150000000001,0.0343021825,0.0001128232,0.0012011740000000002,0.0020280071
0 to 2.5k,0.6204326749,0.0254467484,0.0104509611,0.0151445875,0.0246164892,0.0095497007,0.0161941815,0.0041360455,0.0394103788,0.0081840027,0.0202671364,0.0055645197,0.0095236618,0.0032723418,0.0220594741,0.0232489277,0.001440689,0.0545861237,0.08647140860000001
0 to 2.5k,0.5939389467,0.0210879929,0.0199476238,0.0340786763,0.027247794000000002,0.0275712758,0.0165093541,0.0057397662,0.0398890264,0.0179835092,0.016201606,0.0053518931,0.0261173435,0.001489887,0.028703035800000002,0.046945266400000005,0.0005002137,0.0504672825,0.0202295613
0 to 2.5k,0.9098127484,0.0043304698,0.010239616,0.018920768100000002,0.0028940090000000003,0.0105316555,0.0002942285,0.0024136298,0.0025210741,0.0107727312,0.0001864535,0.0019869453,0.0118335346,7.6141e-06,0.000366049,0.0119375316,4.0936e-06,0.0003918599,0.0005549803
0 to 2.5k,0.6496842504,0.022365635300000002,0.0264696702,0.0391514078,0.0197647642,0.027759214900000002,0.0097336164,0.0082437107,0.0310043506,0.0219691452,0.0086767217,0.0082064988,0.0340107679,0.0008239414,0.0163845886,0.039076522,0.00043856360000000004,0.0241789352,0.0120576313
0 to 2.5k,0.3195245266,0.0505717471,0.0629869103,0.0553739779,0.0389715582,0.08383673430000001,0.0138098318,0.023265009700000002,0.0313476771,0.0766359642,0.0061348388,0.026351071900000002,0.082304202,0.0012286491,0.0143854581,0.0891079456,0.0006878252,0.0152318226,0.0082440805
0 to 2.5k,0.6158018708,0.025586128200000002,0.0017023657,0.0026636042,0.0249154475,0.0017214409000000002,0.0102938442,0.0018581591,0.0601781495,0.003088576,0.011923084,0.0033088231000000003,0.0023937454,0.0019219314000000001,0.0300690066,0.0093350159,0.00044156070000000004,0.10195188220000001,0.09084543590000001
0 to 2.5k,0.9785323143,0.0015873666,0.0011745314,0.0036403371,0.0015381022,0.0011906936,0.0002024754,0.0004215576,0.0024101865,0.0013067337,0.0002293056,0.0003531276,0.001822065,5.4664e-06,0.0006355961,0.0028820860000000003,1.7454e-06,0.0011338757000000001,0.0009324338
0 to 2.5k,0.6845424771,0.0306362584,0.025271209000000003,0.0224614795,0.0189340487,0.0351155996,0.0054543465,0.0094439015,0.0254908763,0.0331158116,0.000983343,0.0113140335,0.041437625900000004,0.0002492213,0.0062768487000000005,0.0375093892,7.06034e-05,0.007976721,0.0037161992
greater than 1B,0.19836002590000001,0.006378268800000001,0.0002337,0.0004901291,0.0080444692,0.0001426281,0.0087463036,0.00023674510000000002,0.0288590789,0.0002384609,0.037982218000000005,0.00053204,0.000172122,0.008256385100000001,0.0227949005,0.0016017855,0.0024675927,0.1484904587,0.5259726644
0 to 2.5k,0.8926963806,0.0048179952,0.016874725,0.0238934271,0.0017008405,0.0097150682,0.00016520330000000002,0.0041343789,0.0016307604000000001,0.0112925982,8.749470000000001e-05,0.0038215648000000002,0.0207425039,3.7787999999999997e-06,0.0001908782,0.0077188858,4.814099999999999e-06,0.0001848683,0.0003238521
0 to 2.5k,0.6367076039,0.0616305023,0.0078572286,0.0084710633,0.0456406139,0.0100923413,0.0090348916,0.007784219,0.0514850654,0.01946068,0.005409462800000001,0.013801510400000001,0.0112767071,0.0011089117,0.016151381700000002,0.032080888700000004,0.0003432245,0.0298832636,0.031780503700000004
0 to 2.5k,0.9197612405000001,0.0083733508,0.0023818745,0.0049231034,0.0084273973,0.0025764056,0.001534938,0.0011963597,0.0097005228,0.0034906068,0.0018009844,0.0015077243,0.0024807963,0.0001382709,0.0027020306,0.0092457877,4.1422600000000006e-05,0.006072499800000001,0.013644641300000001
greater than 1B,0.1245664805,0.0081432695,0.00024359460000000001,0.0004552326,0.0106162103,0.00016940840000000002,0.010555123900000001,0.00026282650000000003,0.0305846035,0.00027028020000000004,0.0441383682,0.000615332,0.0001929814,0.0095899664,0.024727812000000002,0.0017337583,0.0025785691,0.1711007208,0.5594554543
0 to 2.5k,0.24695287640000002,0.1036627963,0.0369456634,0.0256968942,0.0808093473,0.062192481,0.0208064485,0.0238474514,0.0411511101,0.0846580416,0.0073825135,0.039443139,0.0430229455,0.0032139225000000003,0.0172322392,0.118210122,0.0014190327,0.0199099351,0.023443104700000002
0 to 2.5k,0.29884728790000004,0.08547613770000001,0.056383345300000005,0.0371827744,0.0452859439,0.06717279550000001,0.0109063564,0.0299618915,0.0276109949,0.0953545794,0.0032790962,0.0485691689,0.06950795650000001,0.0012877971,0.008552532600000001,0.0957622826,0.0009221530000000001,0.0085437857,0.009393227300000001
0 to 2.5k,0.9657987356000001,0.0013679818000000002,0.0045654955,0.010556215400000001,0.0007387968000000001,0.0029663872,7.536330000000001e-05,0.0008560253,0.0008951300000000001,0.0028301212,6.54492e-05,0.0006543011000000001,0.0050065541,1.5564999999999998e-06,0.0001042192,0.0031118777,1.1485e-06,0.0001362303,0.0002684681
0 to 2.5k,0.2709711492,0.10688319800000001,0.0405065529,0.0256948434,0.0633211136,0.041399885000000004,0.0304774418,0.0229943562,0.0580481812,0.0512222201,0.0120483879,0.041107662,0.0439367145,0.0060260296,0.023293325700000003,0.06955753270000001,0.0034154924,0.039555925900000004,0.0495399423
0 to 2.5k,0.9999067783000001,9.601e-07,5.384299999999999e-06,6.30987e-05,4.415e-07,2.0896e-06,4.2e-09,1.0262e-06,1.2255e-06,3.1075e-06,6.200000000000001e-09,3.5609999999999997e-07,1.24874e-05,0.0,4.14e-08,2.8238999999999998e-06,0.0,5.5e-08,7.040000000000001e-08
0 to 2.5k,0.5866400003000001,0.0170740169,0.0734420419,0.06992231310000001,0.0064616278000000004,0.04833721,0.001155427,0.0169188678,0.0054804692,0.0487379245,0.0005431929,0.0170888212,0.0751035735,5.4785300000000006e-05,0.000886522,0.0301549882,7.79681e-05,0.0007470238,0.0011732714
0 to 2.5k,0.8151644468,0.009554366600000001,0.0219107661,0.038964547200000005,0.0068414467,0.017136516,0.0024457383,0.0045598424,0.0098065007,0.0120058414,0.0030560154,0.0040299166,0.021403785800000002,0.0001565088,0.0032008372000000003,0.0192363113,0.0001283836,0.0046869069,0.0057111308
0 to 2.5k,0.5982502699000001,0.0033743198,0.0896977857,0.1272058934,0.0013332292,0.0472619832,0.00043096000000000003,0.0069481288,0.0019741675,0.0207922198,0.0002893897,0.0040871543000000005,0.0843025371,9.971e-06,0.00032763240000000004,0.0131612923,1.84422e-05,0.0002722069,0.0002623317
0 to 2.5k,0.6576365232,0.0189754013,0.0507688969,0.0556363426,0.0094320104,0.041477859000000006,0.0018766604,0.0124030253,0.0085149826,0.0410830677,0.0011153159,0.0127701042,0.0474787988,0.0001104568,0.0014908017,0.0349852331,0.0001054945,0.0015192328,0.0026197641
0 to 2.5k,0.9929949641,1.29729e-05,0.0008982035,0.0047590649,3.6410999999999997e-06,0.0002012823,2.2059999999999998e-07,4.2380500000000005e-05,1.02521e-05,0.00010647220000000001,3.8769999999999996e-07,1.4229200000000001e-05,0.0008933835,7.000000000000001e-10,4.2699999999999995e-07,6.0493400000000006e-05,1.6000000000000003e-09,4.332e-07,1.1135999999999998e-06
0 to 2.5k,0.5385147333,0.0059392373000000005,0.1058370173,0.1408317685,0.0023574408,0.0479982756,0.0010211716,0.0102137029,0.0038479872000000003,0.023916617,0.0009913604,0.006941556000000001,0.0925051793,4.13469e-05,0.0008151808,0.0164942816,9.14853e-05,0.0007942637,0.000847533
